house_id,listing_address,sale_date,lot_area,year_built,bedrooms,bathrooms,garage_cars,neighborhood,house_style,overall_qual,central_air,sale_condition,sale_price
HOUSE-001043,2244 Main St #1043,2020-09-30,9150.0,1904.0,5,3.5,4.0,NridgHt,2Story,2,Y,Normal,218006.0
HOUSE-014902,8109 Main St #14902,2022-12-13,6798.0,1908.0,2,3.0,2.0,Gilbert,2Story,8,Y,Partial,268618.0
HOUSE-014352,8735 Main St #14352,2024-05-31,3505.0,1926.0,2,2.5,2.0,CollegeCr,1.5Fin,1,Y,Normal,134500.0
HOUSE-001676,824 Main St #1676,2020-04-16,4243.0,1937.0,1,2.5,3.0,Sawyer,2.5Unf,5,Y,Normal,199215.0
HOUSE-014136,1632 Main St #14136,2021-03-02,3585.0,1994.0,6,2.0,1.0,Sawyer,2Story,9,Y,Normal,350212.0
HOUSE-010650,5748 Main St #10650,2023-05-07,8282.0,1994.0,4,1.5,4.0,Gilbert,SLvl,7,Y,Normal,274295.0
HOUSE-007582,2331 Main St #7582,2023-01-31,4582.0,1942.0,2,2.0,1.0,Sawyer,2.5Unf,6,Y,Normal,268004.0
HOUSE-004278,8105 Main St #4278,2023-03-03,4816.0,1904.0,2,4.0,0.0,Gilbert,2.5Unf,7,Y,Normal,230875.0
HOUSE-003835,9010 Main St #3835,2023-11-09,2523.0,2014.0,6,3.0,2.0,Edwards,2Story,2,Y,Normal,235237.0
HOUSE-001880,5820 Main St #1880,2024-11-16,3485.0,1995.0,1,2.0,2.0,Somerst,2Story,6,Y,Normal,327098.0
HOUSE-019915,903 Main St #19915,2024-12-14,11392.0,1930.0,5,1.0,2.0,CollegeCr,1Story,10,Y,Normal,329198.0
HOUSE-007793,4988 Main St #7793,2021-04-03,4223.0,1985.0,1,2.5,4.0,Somerst,1.5Fin,4,Y,Normal,267455.0
HOUSE-005025,3754 Main St #5025,2022-07-17,4054.0,1969.0,2,1.5,1.0,Somerst,2Story,9,Y,Normal,321613.0
HOUSE-013449,7462 Main St #13449,2024-12-26,3536.0,1914.0,5,3.5,4.0,NridgHt,2.5Unf,2,Y,Normal,202442.0
HOUSE-001775,6275 Main St #1775,2022-10-08,6264.0,1979.0,2,1.5,3.0,Gilbert,2.5Unf,3,Y,Abnormal,167952.0
HOUSE-016675,8004 Main St #16675,2022-03-20,5210.0,1902.0,5,3.5,0.0,Sawyer,2Story,9,Y,Normal,289392.0
HOUSE-017198,6537 Main St #17198,2022-05-06,2662.0,2012.0,3,2.5,2.0,OldTown,2Story,10,Y,Normal,318333.0
HOUSE-017517,5670 Main St #17517,2022-04-30,3856.0,1992.0,3,2.5,3.0,NWAmes,SLvl,9,Y,Normal,327767.0
HOUSE-005271,5738 Main St #5271,2024-04-26,6768.0,2009.0,2,1.0,2.0,OldTown,SFoyer,6,Y,Abnormal,239474.0
HOUSE-005076,5024 Main St #5076,2022-01-20,6214.0,2009.0,6,1.0,3.0,Gilbert,1.5Fin,6,Y,Normal,286441.0
HOUSE-011521,4892 Main St #11521,2023-07-29,4963.0,1957.0,6,3.0,0.0,NWAmes,1Story,5,N,Partial,227324.0
HOUSE-005942,5411 Main St #5942,2020-01-23,3331.0,1975.0,4,3.5,,Gilbert,1.5Fin,7,Y,Normal,266829.0
HOUSE-002692,6530 Main St #2692,2022-03-11,4742.0,1980.0,4,3.0,2.0,OldTown,2Story,10,Y,Abnormal,396507.0
HOUSE-014265,2919 Main St #14265,2023-05-03,4817.0,1922.0,2,3.5,4.0,NridgHt,2Story,8,Y,Normal,274397.0
HOUSE-009902,3177 Main St #9902,2023-09-20,4360.0,1903.0,1,1.5,2.0,Gilbert,2Story,5,Y,Normal,182831.0
HOUSE-008248,8022 Main St #8248,2020-07-17,5959.0,2021.0,3,1.5,2.0,Sawyer,2Story,9,Y,Normal,322531.0
HOUSE-015611,8704 Main St #15611,2022-02-03,5539.0,1992.0,6,2.0,4.0,Edwards,2.5Unf,1,Y,Normal,171871.0
HOUSE-013172,2194 Main St #13172,2023-11-05,6506.0,1901.0,1,3.0,,OldTown,1.5Fin,4,Y,Normal,131101.0
HOUSE-012787,7621 Main St #12787,2020-01-12,4773.0,1968.0,2,4.0,2.0,CollegeCr,SLvl,9,Y,Normal,329270.0
HOUSE-016918,5181 Main St #16918,2023-04-01,6154.0,1903.0,3,2.5,1.0,Somerst,SLvl,5,Y,Normal,238884.0
HOUSE-014455,7217 Main St #14455,2021-05-12,3342.0,1945.0,3,3.5,1.0,NridgHt,2.5Unf,7,Y,Normal,315140.0
HOUSE-000199,7927 Main St #199,2024-09-02,2318.0,1931.0,5,4.0,4.0,CollegeCr,1.5Fin,5,Y,Normal,235323.0
HOUSE-004397,6564 Main St #4397,2023-01-31,6578.0,1903.0,5,2.0,1.0,NWAmes,2.5Unf,7,Y,Normal,278791.0
HOUSE-007408,2681 Main St #7408,2023-08-22,3969.0,2002.0,4,2.0,1.0,Somerst,2Story,1,Y,Normal,204299.0
HOUSE-000554,9966 Main St #554,2022-11-28,2793.0,1951.0,4,1.0,4.0,OldTown,1.5Fin,6,Y,Normal,192081.0
HOUSE-018479,1059 Main St #18479,2022-01-24,3867.0,1951.0,2,1.5,2.0,Somerst,2.5Unf,9,Y,Normal,313484.0
HOUSE-007738,4249 Main St #7738,2021-12-30,3890.0,1979.0,5,1.5,3.0,Somerst,1.5Fin,10,N,Normal,391416.0
HOUSE-000345,8939 Main St #345,2022-03-20,4800.0,1962.0,6,3.5,1.0,Edwards,SFoyer,3,Y,Normal,210912.0
HOUSE-018341,6842 Main St #18341,2024-10-07,9267.0,2000.0,1,4.0,3.0,Sawyer,SLvl,9,Y,Family,340729.0
HOUSE-014173,1537 Main St #14173,2020-04-28,3322.0,,4,2.0,2.0,Somerst,2.5Unf,5,Y,Normal,254101.0
HOUSE-013953,5985 Main St #13953,2023-11-06,4808.0,1930.0,5,4.0,0.0,NridgHt,SLvl,8,Y,Normal,383229.0
HOUSE-004176,6623 Main St #4176,2024-08-23,6087.0,2016.0,5,1.0,3.0,OldTown,2Story,5,Y,Normal,283503.0
HOUSE-002236,9544 Main St #2236,2022-10-05,4885.0,1987.0,1,2.5,0.0,Somerst,SLvl,6,Y,Normal,316684.0
HOUSE-008944,8702 Main St #8944,2024-05-25,4850.0,1912.0,1,1.5,4.0,NridgHt,2Story,3,Y,Normal,173099.0
HOUSE-006151,4743 Main St #6151,2023-11-17,5476.0,1901.0,3,1.0,2.0,Somerst,2.5Unf,6,Y,Normal,207597.0
HOUSE-005843,3166 Main St #5843,2023-12-20,7480.0,1985.0,5,1.5,3.0,Somerst,1Story,6,Y,Family,350155.0
HOUSE-000580,2018 Main St #580,2024-12-20,4511.0,1985.0,5,2.0,1.0,Gilbert,SLvl,3,Y,Normal,252645.0
HOUSE-002154,8512 Main St #2154,2021-02-21,4231.0,1909.0,2,2.5,3.0,Somerst,2.5Unf,6,Y,Normal,253151.0
HOUSE-013600,8590 Main St #13600,2020-06-17,4709.0,1985.0,4,2.0,2.0,Sawyer,1.5Fin,10,Y,Partial,286007.0
HOUSE-005339,5015 Main St #5339,2024-05-03,4373.0,1988.0,3,3.5,3.0,Somerst,SLvl,6,Y,Normal,339058.0
HOUSE-019188,527 Main St #19188,2020-06-09,5708.0,2022.0,3,2.5,1.0,NridgHt,1Story,6,Y,Normal,362544.0
HOUSE-001791,2565 Main St #1791,2020-01-23,12113.0,,1,2.0,4.0,NridgHt,1.5Fin,3,Y,Normal,197317.0
HOUSE-003692,7209 Main St #3692,2022-03-17,3311.0,1963.0,6,,2.0,CollegeCr,1.5Fin,7,Y,Normal,263379.0
HOUSE-009022,1741 Main St #9022,2022-05-15,1500.0,2007.0,6,1.5,1.0,Somerst,1.5Fin,7,Y,Normal,354850.0
HOUSE-000831,8688 Main St #831,2024-11-07,,1960.0,6,3.0,2.0,Edwards,1Story,10,Y,Normal,384445.0
HOUSE-010437,8245 Main St #10437,2021-08-25,5628.0,1930.0,4,2.5,1.0,OldTown,1Story,9,Y,Partial,320706.0
HOUSE-009199,8263 Main St #9199,2020-09-02,4968.0,2019.0,6,2.5,2.0,Sawyer,SLvl,10,Y,Abnormal,388381.0
HOUSE-018373,3023 Main St #18373,2022-01-14,5730.0,1901.0,2,,4.0,Edwards,1Story,1,N,Normal,99932.0
HOUSE-013586,5050 Main St #13586,2022-07-06,4343.0,2001.0,6,,3.0,CollegeCr,SLvl,1,Y,Normal,155333.0
HOUSE-009798,5152 Main St #9798,2020-06-20,3247.0,1988.0,3,1.5,3.0,Somerst,1.5Fin,1,Y,Normal,207318.0
HOUSE-002453,5679 Main St #2453,2022-11-18,5272.0,1940.0,2,4.0,1.0,CollegeCr,2Story,6,Y,Normal,292940.0
HOUSE-009653,8259 Main St #9653,2020-04-27,6245.0,1902.0,4,1.0,4.0,OldTown,1.5Fin,7,Y,Partial,189989.0
HOUSE-013372,5226 Main St #13372,2021-08-13,6151.0,1947.0,5,2.5,0.0,NridgHt,1.5Fin,5,Y,Partial,290733.0
HOUSE-007289,5055 Main St #7289,2023-05-22,1500.0,2020.0,1,3.0,0.0,Somerst,2Story,7,Y,Normal,354499.0
HOUSE-000360,3273 Main St #360,2024-12-07,5030.0,2019.0,1,1.0,2.0,Sawyer,2.5Unf,5,Y,Normal,259538.0
HOUSE-005007,6504 Main St #5007,2023-12-25,5942.0,1957.0,4,2.0,0.0,NWAmes,2Story,3,Y,Normal,165601.0
HOUSE-007553,7084 Main St #7553,2023-12-30,,1984.0,6,3.0,4.0,NridgHt,SLvl,5,Y,Normal,312905.0
HOUSE-019613,4496 Main St #19613,2023-12-22,3624.0,1945.0,5,3.5,2.0,Sawyer,2.5Unf,4,Y,Abnormal,197946.0
HOUSE-000289,9971 Main St #289,2020-07-02,6020.0,1939.0,4,3.5,2.0,Gilbert,SLvl,3,Y,Normal,200433.0
HOUSE-013985,582 Main St #13985,2022-05-16,3148.0,,1,1.0,1.0,CollegeCr,SFoyer,9,Y,Normal,287104.0
HOUSE-002375,5181 Main St #2375,2020-07-07,6822.0,1938.0,2,1.5,2.0,Somerst,2Story,7,Y,Normal,280813.0
HOUSE-014360,2106 Main St #14360,2024-04-28,6137.0,1980.0,4,3.0,1.0,Edwards,1.5Fin,5,Y,Normal,243288.0
HOUSE-002055,4891 Main St #2055,2021-01-03,4239.0,1967.0,2,3.5,2.0,NWAmes,SFoyer,6,Y,Normal,225886.0
HOUSE-018624,2457 Main St #18624,2021-09-01,6048.0,2002.0,4,2.5,3.0,Sawyer,SFoyer,9,Y,Family,360429.0
HOUSE-019922,9044 Main St #19922,2024-03-15,3201.0,1940.0,2,3.5,,Sawyer,1.5Fin,8,Y,Normal,251618.0
HOUSE-005082,4580 Main St #5082,2022-04-27,1998.0,1939.0,4,2.5,0.0,OldTown,1.5Fin,6,Y,Partial,225054.0
HOUSE-006753,5539 Main St #6753,2024-08-07,6435.0,1916.0,3,1.0,0.0,CollegeCr,2Story,3,Y,Normal,150369.0
HOUSE-011438,2405 Main St #11438,2020-01-28,3973.0,1942.0,6,4.0,4.0,CollegeCr,1.5Fin,2,Y,Normal,175719.0
HOUSE-005725,1267 Main St #5725,2023-03-07,7218.0,1933.0,6,1.5,3.0,Gilbert,2.5Unf,1,Y,Normal,174355.0
HOUSE-007763,6087 Main St #7763,2023-07-26,2783.0,,4,1.0,2.0,CollegeCr,2Story,10,Y,Abnormal,324059.0
HOUSE-007223,9957 Main St #7223,2020-12-10,3223.0,1903.0,4,1.0,2.0,CollegeCr,SFoyer,6,Y,Normal,189502.0
HOUSE-019160,7737 Main St #19160,2023-08-29,,1944.0,3,2.0,3.0,CollegeCr,1Story,4,Y,Normal,177969.0
HOUSE-011628,3215 Main St #11628,2024-10-23,4508.0,1972.0,4,3.0,3.0,NWAmes,1.5Fin,4,Y,Abnormal,268759.0
HOUSE-010037,3816 Main St #10037,2023-08-03,3440.0,1932.0,6,2.0,1.0,Somerst,2.5Unf,8,Y,Normal,289710.0
HOUSE-006389,7699 Main St #6389,2022-11-06,6119.0,2016.0,3,2.0,1.0,NridgHt,2Story,6,Y,Family,345702.0
HOUSE-016494,1400 Main St #16494,2020-09-17,2215.0,1947.0,2,4.0,0.0,Gilbert,SFoyer,9,Y,Normal,282248.0
HOUSE-011269,9268 Main St #11269,2024-03-21,3900.0,1930.0,1,4.0,,Edwards,1.5Fin,9,Y,Normal,268767.0
HOUSE-005386,7998 Main St #5386,2020-03-16,3169.0,2007.0,6,3.5,3.0,NridgHt,SFoyer,5,Y,Normal,309181.0
HOUSE-016298,1903 Main St #16298,2020-08-29,6650.0,2000.0,6,3.0,2.0,Gilbert,1Story,2,Y,Normal,221552.0
HOUSE-005575,535 Main St #5575,2021-09-01,,1929.0,3,3.5,0.0,Gilbert,1.5Fin,2,Y,Normal,165525.0
HOUSE-004560,7402 Main St #4560,2021-04-28,7559.0,2018.0,1,4.0,3.0,CollegeCr,2.5Unf,7,Y,Normal,349887.0
HOUSE-018797,547 Main St #18797,2021-12-31,3437.0,2004.0,5,3.5,1.0,OldTown,1Story,8,Y,Normal,357552.0
HOUSE-019824,7046 Main St #19824,2021-12-04,6798.0,1954.0,4,3.0,2.0,Gilbert,SLvl,4,Y,Partial,244342.0
HOUSE-007696,2103 Main St #7696,2024-06-14,,,2,3.0,3.0,Edwards,1Story,5,Y,Normal,208872.0
HOUSE-018379,3317 Main St #18379,2021-03-14,3908.0,1943.0,1,1.5,1.0,Somerst,SFoyer,10,N,Normal,316197.0
HOUSE-015741,8424 Main St #15741,2022-01-01,4590.0,1911.0,6,3.5,1.0,NWAmes,2Story,4,Y,Partial,178331.0
HOUSE-011806,9497 Main St #11806,2023-06-21,6348.0,,3,1.0,3.0,Somerst,1Story,9,Y,Normal,368617.0
HOUSE-017901,636 Main St #17901,2020-02-25,4229.0,1920.0,4,,4.0,Sawyer,2Story,2,N,Normal,122058.0
HOUSE-015357,7581 Main St #15357,2023-06-10,7502.0,1997.0,6,3.0,4.0,CollegeCr,1Story,9,Y,Normal,409236.0
HOUSE-006695,9020 Main St #6695,2021-04-05,5626.0,1924.0,2,2.5,,CollegeCr,2Story,4,Y,Normal,198290.0
HOUSE-005278,4005 Main St #5278,2023-03-26,10002.0,1999.0,5,2.5,1.0,Sawyer,SFoyer,6,Y,Normal,294761.0
HOUSE-011327,4826 Main St #11327,2020-01-22,3430.0,1979.0,5,2.0,2.0,Gilbert,2Story,2,Y,Family,209393.0
HOUSE-013367,844 Main St #13367,2023-07-13,9336.0,1975.0,1,4.0,2.0,Somerst,2.5Unf,9,Y,Normal,346393.0
HOUSE-011558,9688 Main St #11558,2022-05-20,5892.0,1938.0,6,4.0,3.0,Somerst,SLvl,9,Y,Normal,360026.0
HOUSE-005133,4614 Main St #5133,2021-02-25,6820.0,1942.0,4,2.5,3.0,OldTown,SFoyer,1,Y,Normal,101670.0
HOUSE-019487,761 Main St #19487,2022-10-15,3903.0,1906.0,5,4.0,2.0,Gilbert,1Story,1,Y,Partial,103895.0
HOUSE-003108,2009 Main St #3108,2020-08-04,3572.0,1991.0,2,2.0,1.0,Sawyer,SFoyer,5,N,Normal,270053.0
HOUSE-006730,7836 Main St #6730,2022-08-31,4170.0,1942.0,2,2.0,0.0,CollegeCr,2.5Unf,1,N,Normal,186855.0
HOUSE-000863,6821 Main St #863,2021-09-02,6090.0,1963.0,5,,1.0,Gilbert,2Story,7,Y,Normal,294760.0
HOUSE-003254,6558 Main St #3254,2023-03-02,3781.0,2020.0,5,1.5,0.0,OldTown,1.5Fin,7,N,Normal,298068.0
HOUSE-010525,5141 Main St #10525,2024-05-04,9492.0,1921.0,2,3.0,2.0,Edwards,1Story,1,Y,Normal,154946.0
HOUSE-007181,7321 Main St #7181,2024-01-15,3709.0,2014.0,6,,4.0,Edwards,SLvl,9,Y,Normal,365704.0
HOUSE-009723,3714 Main St #9723,2023-04-17,5397.0,1954.0,1,3.5,1.0,NWAmes,SLvl,8,Y,Normal,508656.0
HOUSE-001508,9296 Main St #1508,2024-07-30,8973.0,1909.0,2,2.5,0.0,NWAmes,2.5Unf,7,Y,Normal,238133.0
HOUSE-002872,5125 Main St #2872,2021-09-23,4835.0,1930.0,3,3.5,0.0,Sawyer,1Story,6,Y,Normal,476230.0
HOUSE-004913,6149 Main St #4913,2023-06-30,5115.0,1952.0,2,3.0,3.0,CollegeCr,1Story,4,Y,Normal,223117.0
HOUSE-013033,181 Main St #13033,2022-12-16,4887.0,1974.0,6,2.0,2.0,Somerst,1.5Fin,6,Y,Normal,317427.0
HOUSE-007907,1489 Main St #7907,2021-08-30,9096.0,1904.0,1,3.5,3.0,CollegeCr,2.5Unf,9,Y,Normal,283310.0
HOUSE-013197,9503 Main St #13197,2020-03-12,7147.0,1997.0,2,2.5,,Edwards,SFoyer,2,Y,Normal,144744.0
HOUSE-006011,4142 Main St #6011,2022-08-11,3890.0,1959.0,2,3.5,3.0,NWAmes,2Story,1,Y,Normal,166173.0
HOUSE-011677,2905 Main St #11677,2023-09-26,4434.0,1992.0,3,3.5,2.0,Somerst,1.5Fin,4,Y,Normal,297879.0
HOUSE-004124,6138 Main St #4124,2023-11-20,6410.0,2013.0,4,4.0,3.0,OldTown,1Story,5,Y,Normal,300530.0
HOUSE-003438,1106 Main St #3438,2024-07-10,5371.0,2004.0,1,2.0,2.0,NWAmes,1Story,1,Y,Partial,150173.0
HOUSE-015464,950 Main St #15464,2024-08-26,10390.0,2007.0,3,2.5,0.0,NridgHt,SFoyer,8,Y,Normal,351623.0
HOUSE-007711,845 Main St #7711,2023-03-16,9230.0,1912.0,2,4.0,3.0,Somerst,1.5Fin,1,Y,Normal,194324.0
HOUSE-015699,4916 Main St #15699,2024-02-14,5184.0,1981.0,2,4.0,0.0,Gilbert,2.5Unf,8,Y,Normal,334102.0
HOUSE-004216,7332 Main St #4216,2022-03-31,6207.0,2018.0,2,4.0,2.0,Somerst,SLvl,9,Y,Normal,369674.0
HOUSE-007530,5255 Main St #7530,2020-05-13,2395.0,1954.0,4,2.5,1.0,OldTown,SLvl,8,Y,Normal,268287.0
HOUSE-018121,5896 Main St #18121,2020-02-12,3810.0,2019.0,5,1.5,3.0,NWAmes,1.5Fin,10,Y,Normal,336774.0
HOUSE-005375,112 Main St #5375,2021-12-24,5026.0,1909.0,5,2.5,1.0,NWAmes,SLvl,10,Y,Normal,295233.0
HOUSE-016666,1917 Main St #16666,2021-09-24,4587.0,1936.0,3,4.0,1.0,Edwards,SLvl,3,Y,Normal,169910.0
HOUSE-005613,5446 Main St #5613,2022-11-23,6082.0,1995.0,5,3.0,3.0,NWAmes,2Story,10,Y,Normal,352270.0
HOUSE-002734,8871 Main St #2734,2022-05-30,5812.0,1998.0,2,4.0,4.0,NridgHt,1.5Fin,1,Y,Normal,257069.0
HOUSE-011132,4203 Main St #11132,2022-04-26,7993.0,1903.0,1,3.5,0.0,Somerst,SLvl,5,Y,Normal,233513.0
HOUSE-000674,9698 Main St #674,2021-08-23,3593.0,1929.0,3,,1.0,NWAmes,SLvl,5,Y,Normal,223038.0
HOUSE-001711,8779 Main St #1711,2023-11-28,6908.0,2002.0,6,3.5,0.0,Edwards,2Story,7,Y,Normal,333013.0
HOUSE-017744,4010 Main St #17744,2020-02-04,2968.0,2019.0,3,4.0,3.0,OldTown,SLvl,6,Y,Partial,273234.0
HOUSE-013795,7455 Main St #13795,2021-01-02,4564.0,1959.0,1,1.0,3.0,NridgHt,2Story,6,Y,Normal,293953.0
HOUSE-019009,6 Main St #19009,2021-07-31,6768.0,1924.0,3,2.5,0.0,Gilbert,2.5Unf,10,Y,Normal,250511.0
HOUSE-004789,3351 Main St #4789,2024-06-09,2258.0,1986.0,5,1.0,2.0,Sawyer,1.5Fin,6,Y,Family,214703.0
HOUSE-016010,4263 Main St #16010,2021-11-08,5768.0,1934.0,6,3.5,1.0,NWAmes,1.5Fin,10,Y,Normal,303826.0
HOUSE-011624,5657 Main St #11624,2020-02-15,7695.0,1984.0,2,3.0,,NridgHt,1.5Fin,7,Y,Normal,371992.0
HOUSE-002899,6687 Main St #2899,2022-06-10,4877.0,1903.0,5,1.0,0.0,Somerst,1.5Fin,4,Y,Abnormal,213951.0
HOUSE-004035,7183 Main St #4035,2021-06-30,3825.0,2009.0,1,4.0,4.0,Gilbert,1.5Fin,5,Y,Normal,240486.0
HOUSE-006674,8949 Main St #6674,2020-05-22,6757.0,1914.0,3,4.0,4.0,Somerst,1.5Fin,2,Y,Normal,139057.0
HOUSE-012928,5512 Main St #12928,2020-08-19,10712.0,1966.0,4,1.0,4.0,OldTown,SFoyer,4,Y,Normal,240105.0
HOUSE-004990,8209 Main St #4990,2023-04-29,3325.0,1988.0,6,4.0,4.0,NWAmes,1.5Fin,10,Y,Normal,350015.0
HOUSE-014426,3653 Main St #14426,2021-10-19,4755.0,2001.0,1,3.5,0.0,Edwards,2.5Unf,5,Y,Normal,274536.0
HOUSE-007302,986 Main St #7302,2020-12-07,5193.0,1927.0,1,4.0,4.0,Gilbert,2Story,3,Y,Normal,176260.0
HOUSE-004257,4492 Main St #4257,2022-03-16,7892.0,2007.0,5,3.5,3.0,Gilbert,2Story,5,Y,Partial,297046.0
HOUSE-013914,1997 Main St #13914,2021-10-24,2298.0,1990.0,2,3.0,1.0,Edwards,SFoyer,10,Y,Partial,331469.0
HOUSE-005473,2964 Main St #5473,2022-07-17,5709.0,2021.0,4,1.5,0.0,Edwards,1.5Fin,10,Y,Normal,344141.0
HOUSE-017919,525 Main St #17919,2021-08-15,3110.0,2011.0,1,2.5,4.0,Sawyer,2.5Unf,8,Y,Normal,333566.0
HOUSE-019645,1983 Main St #19645,2024-11-06,3620.0,1954.0,5,3.5,0.0,OldTown,2.5Unf,7,Y,Normal,310344.0
HOUSE-009270,2679 Main St #9270,2023-10-29,5033.0,1972.0,5,3.5,4.0,NridgHt,SFoyer,10,Y,Normal,461549.0
HOUSE-001254,1228 Main St #1254,2021-08-13,10675.0,1969.0,6,2.5,3.0,NWAmes,1Story,4,Y,Normal,266628.0
HOUSE-014711,7884 Main St #14711,2020-09-10,6143.0,1924.0,3,2.5,3.0,NWAmes,SFoyer,4,N,Normal,163418.0
HOUSE-016546,47 Main St #16546,2024-01-04,4208.0,1938.0,4,1.5,0.0,Gilbert,SLvl,5,Y,Normal,199838.0
HOUSE-012060,920 Main St #12060,2020-11-05,12922.0,1973.0,2,4.0,,NWAmes,2.5Unf,5,Y,Normal,284176.0
HOUSE-009690,2753 Main St #9690,2021-04-29,8637.0,1954.0,2,3.5,3.0,OldTown,SLvl,6,Y,Normal,260602.0
HOUSE-002122,6306 Main St #2122,2024-08-08,3436.0,1976.0,5,3.0,2.0,NridgHt,1.5Fin,3,Y,Normal,259734.0
HOUSE-002673,6180 Main St #2673,2023-10-03,9728.0,1982.0,2,2.0,2.0,Gilbert,1Story,5,Y,Normal,258861.0
HOUSE-013349,9167 Main St #13349,2021-10-12,4418.0,1945.0,4,3.5,4.0,Sawyer,2Story,3,Y,Normal,144093.0
HOUSE-008922,4966 Main St #8922,2022-01-28,9293.0,2022.0,2,4.0,2.0,CollegeCr,SLvl,6,Y,Partial,361290.0
HOUSE-012859,8774 Main St #12859,2023-04-24,5117.0,2019.0,2,2.0,2.0,NridgHt,2Story,9,Y,Abnormal,386640.0
HOUSE-006118,7131 Main St #6118,2023-09-02,6095.0,2014.0,6,1.5,1.0,NWAmes,SLvl,5,N,Abnormal,266794.0
HOUSE-003953,496 Main St #3953,2024-12-09,6415.0,1981.0,4,2.5,0.0,Somerst,2.5Unf,6,Y,Normal,322163.0
HOUSE-001516,8006 Main St #1516,2023-02-26,5957.0,1962.0,5,3.5,1.0,Gilbert,2Story,2,N,Normal,183598.0
HOUSE-016624,7751 Main St #16624,2024-05-01,4958.0,1916.0,1,3.5,4.0,Sawyer,SLvl,10,Y,Normal,299595.0
HOUSE-003611,3890 Main St #3611,2021-03-02,9185.0,1915.0,2,,,NWAmes,2.5Unf,7,Y,Partial,277944.0
HOUSE-000791,886 Main St #791,2022-06-01,8321.0,1959.0,1,1.0,2.0,Sawyer,SFoyer,9,Y,Normal,248262.0
HOUSE-008870,3490 Main St #8870,2023-10-15,7183.0,1993.0,4,3.5,3.0,CollegeCr,2.5Unf,6,Y,Normal,326451.0
HOUSE-001865,5752 Main St #1865,2022-09-14,5873.0,1994.0,5,1.0,0.0,Somerst,2Story,1,Y,Normal,215319.0
HOUSE-006064,6008 Main St #6064,2020-03-21,,1970.0,5,3.5,4.0,OldTown,1.5Fin,8,N,Normal,313230.0
HOUSE-000337,1751 Main St #337,2023-05-12,5205.0,1958.0,5,1.0,4.0,Sawyer,1Story,7,Y,Normal,235029.0
HOUSE-014349,3779 Main St #14349,2024-02-20,6035.0,1989.0,2,2.5,1.0,NWAmes,2Story,2,Y,Normal,217534.0
HOUSE-019847,3476 Main St #19847,2022-10-16,,1997.0,6,1.0,1.0,CollegeCr,SFoyer,10,Y,Normal,346377.0
HOUSE-002344,7728 Main St #2344,2021-04-21,3320.0,1910.0,5,1.5,4.0,OldTown,2Story,7,Y,Normal,239505.0
HOUSE-004004,4680 Main St #4004,2020-01-08,4710.0,1915.0,1,2.0,1.0,CollegeCr,2Story,6,Y,Abnormal,182130.0
HOUSE-018805,9110 Main St #18805,2020-09-24,2276.0,1926.0,2,2.0,3.0,CollegeCr,SLvl,3,Y,Normal,149633.0
HOUSE-010873,7203 Main St #10873,2020-05-27,4914.0,1912.0,6,2.5,3.0,Edwards,1Story,8,N,Normal,250237.0
HOUSE-008533,6658 Main St #8533,2023-04-18,3093.0,1929.0,5,2.5,1.0,NridgHt,2Story,5,Y,Normal,303075.0
HOUSE-017992,8015 Main St #17992,2021-02-25,3974.0,1967.0,2,2.0,4.0,Edwards,2.5Unf,2,Y,Abnormal,172043.0
HOUSE-005706,2038 Main St #5706,2021-06-14,3322.0,1965.0,6,2.5,1.0,Somerst,2Story,3,Y,Abnormal,283254.0
HOUSE-017788,4989 Main St #17788,2021-03-01,5068.0,1954.0,1,2.0,3.0,Edwards,SLvl,9,Y,Normal,223206.0
HOUSE-016598,2830 Main St #16598,2020-03-09,3174.0,1946.0,4,2.0,4.0,NridgHt,SFoyer,6,Y,Normal,256309.0
HOUSE-011313,8801 Main St #11313,2021-07-09,2353.0,1906.0,4,1.5,1.0,Sawyer,1Story,2,Y,Normal,94892.0
HOUSE-007664,8115 Main St #7664,2023-01-26,6723.0,2004.0,1,,3.0,NridgHt,SLvl,2,N,Normal,196742.0
HOUSE-015726,2122 Main St #15726,2020-11-08,4415.0,2023.0,4,2.0,4.0,NWAmes,2Story,6,Y,Normal,315931.0
HOUSE-017298,9184 Main St #17298,2022-08-30,5536.0,1964.0,2,1.5,3.0,OldTown,SFoyer,8,Y,Normal,297533.0
HOUSE-016118,5263 Main St #16118,2022-09-07,4144.0,1984.0,3,2.0,4.0,CollegeCr,SFoyer,6,Y,Normal,276168.0
HOUSE-007731,6739 Main St #7731,2022-02-03,5718.0,1997.0,1,2.5,,NWAmes,1Story,4,Y,Normal,268762.0
HOUSE-018217,1402 Main St #18217,2022-05-05,3991.0,1946.0,5,1.5,2.0,Gilbert,1Story,4,Y,Partial,220704.0
HOUSE-001841,1580 Main St #1841,2023-06-30,4695.0,1978.0,4,3.5,4.0,Somerst,1.5Fin,4,Y,Partial,326500.0
HOUSE-000033,1460 Main St #33,2024-08-16,6561.0,1959.0,2,3.0,3.0,NridgHt,SFoyer,9,Y,Normal,346947.0
HOUSE-001076,8952 Main St #1076,2024-08-17,4376.0,1970.0,1,1.5,0.0,OldTown,SFoyer,2,Y,Normal,187110.0
HOUSE-000311,817 Main St #311,2024-12-05,4731.0,1998.0,5,,0.0,Gilbert,SLvl,5,Y,Normal,308898.0
