employee_id,employee_code,hire_date,years_experience,age,hours_per_week,num_certifications,job_title,department,education_level,company_size,work_mode,annual_salary
EMP-015172,CODE-66771,2013-09-08,22.8,63,52.8,2.0,Data Scientist,Recursos Humanos,Maestria,Pequeña,Hibrido,97159.7
EMP-001403,CODE-94818,2009-11-03,0.5,22,41.6,3.0,Marketing Analyst,Marketing,Bachiller,Pequeña,Remoto,19701.95
EMP-006132,CODE-23991,2020-12-21,30.6,53,43.0,0.0,Marketing Analyst,Datos y Analitica,Bachiller,Pequeña,Hibrido,81579.8
EMP-000092,CODE-44886,2014-04-29,3.8,31,39.3,1.0,Sales Executive,Marketing,Bachiller,Mediana,Remoto,28222.92
EMP-012414,CODE-67712,2023-11-25,12.2,34,41.8,2.0,Data Analyst,Finanzas,Bachiller,Startup,Hibrido,45334.72
EMP-005285,CODE-63786,2006-11-08,19.0,44,41.3,2.0,Marketing Analyst,Datos y Analitica,Doctorado,Mediana,Remoto,82381.01
EMP-018735,CODE-44205,2007-08-26,2.4,25,43.9,1.0,Software Engineer,Ventas,Bachiller,Pequeña,Remoto,45083.51
EMP-001244,CODE-73621,2011-05-31,0.5,21,33.4,2.0,DevOps Engineer,Recursos Humanos,Bachiller,Grande,Remoto,41843.65
EMP-013456,CODE-46054,2007-06-17,7.5,30,46.8,2.0,Product Manager,Recursos Humanos,Maestria,Pequeña,Remoto,73117.97
EMP-007018,CODE-75283,2014-09-02,,29,41.4,1.0,HR Specialist,Recursos Humanos,Maestria,Corporativa,Remoto,40019.59
EMP-014884,CODE-73815,2005-01-22,9.5,33,47.8,1.0,HR Specialist,Marketing,Bachiller,Mediana,Presencial,35767.21
EMP-009825,CODE-67932,2013-02-28,0.2,27,37.9,0.0,Marketing Analyst,Finanzas,Doctorado,Mediana,Hibrido,38424.27
EMP-018305,CODE-43922,2009-09-01,4.1,26,39.2,1.0,Data Analyst,Ventas,Bachiller,Grande,Remoto,34923.3
EMP-002993,CODE-77453,2017-02-18,1.4,23,46.1,1.0,Product Manager,Ingenieria,Tecnico,Startup,Remoto,35766.43
EMP-017103,CODE-27777,2024-04-06,5.1,31,28.5,0.0,Data Analyst,Recursos Humanos,Maestria,Mediana,Hibrido,39953.1
EMP-011942,CODE-86041,2014-11-13,8.1,32,41.9,0.0,Marketing Analyst,Recursos Humanos,Maestria,Corporativa,Remoto,50214.08
EMP-005166,CODE-27588,2015-11-14,1.1,28,33.5,1.0,Data Analyst,Datos y Analitica,Doctorado,Grande,Hibrido,49015.62
EMP-006116,CODE-51401,2012-08-06,8.0,38,45.1,1.0,Data Scientist,Ventas,Maestria,Corporativa,Hibrido,85212.94
EMP-009953,CODE-13005,2022-04-25,2.4,26,51.3,4.0,Data Analyst,Marketing,Maestria,Startup,Remoto,41871.34
EMP-002495,CODE-16406,2021-04-28,2.1,27,36.1,2.0,DevOps Engineer,Finanzas,Bachiller,Mediana,Remoto,43624.96
EMP-018897,CODE-94985,2025-06-20,3.5,26,47.9,,Data Scientist,Operaciones,Tecnico,Startup,Presencial,39010.66
EMP-016932,CODE-42986,2021-01-30,0.8,28,39.9,2.0,Data Analyst,Recursos Humanos,Maestria,Pequeña,Hibrido,27761.32
EMP-003363,CODE-76246,2021-05-17,4.8,26,48.2,1.0,Marketing Analyst,Operaciones,Maestria,Startup,Hibrido,35085.16
EMP-003773,CODE-48214,2021-06-02,3.2,25,44.7,0.0,DevOps Engineer,Ingenieria,Bachiller,Grande,Remoto,52376.41
EMP-018126,CODE-84955,2018-11-15,0.1,25,42.3,1.0,Software Engineer,Operaciones,Maestria,Mediana,Presencial,44750.91
EMP-011333,CODE-53467,2012-11-24,11.4,38,40.9,1.0,Marketing Analyst,Datos y Analitica,Bachiller,Corporativa,Presencial,55029.18
EMP-010715,CODE-70724,2009-11-15,10.1,40,34.5,0.0,Marketing Analyst,Ventas,Maestria,Mediana,Hibrido,50511.21
EMP-016954,CODE-72603,2011-08-30,3.7,29,37.3,2.0,HR Specialist,Marketing,Maestria,Startup,Hibrido,30887.1
EMP-012311,CODE-15914,2024-09-24,3.4,28,52.3,2.0,Marketing Analyst,Datos y Analitica,Maestria,Mediana,Presencial,42716.27
EMP-019050,CODE-15480,2015-05-13,1.8,30,51.3,1.0,Software Engineer,Ventas,Maestria,Startup,Remoto,48183.65
EMP-006695,CODE-24349,2008-10-13,,35,39.0,2.0,Data Scientist,Recursos Humanos,Bachiller,Startup,Remoto,67752.27
EMP-014461,CODE-66166,2015-05-22,3.3,24,43.9,0.0,Data Analyst,Recursos Humanos,Doctorado,Corporativa,Hibrido,59744.94
EMP-004975,CODE-62643,2021-02-15,1.5,27,36.6,2.0,Product Manager,Recursos Humanos,Doctorado,Corporativa,Presencial,75547.64
EMP-016499,CODE-52490,2014-08-26,6.4,35,40.6,0.0,DevOps Engineer,Ingenieria,Bachiller,Mediana,Presencial,52067.51
EMP-012557,CODE-62959,2008-01-28,2.4,21,41.2,1.0,HR Specialist,Marketing,Maestria,Grande,Remoto,32290.75
EMP-007620,CODE-11280,2023-12-16,0.3,22,38.4,0.0,Marketing Analyst,Marketing,Bachiller,Startup,Remoto,20079.93
EMP-008857,CODE-72763,2009-02-14,3.5,21,38.2,1.0,Marketing Analyst,Recursos Humanos,Bachiller,Startup,Presencial,27140.46
EMP-003636,CODE-60833,2023-06-19,,30,45.2,3.0,HR Specialist,Datos y Analitica,Maestria,Grande,Remoto,31590.54
EMP-019827,CODE-80204,2021-07-06,4.3,32,41.3,3.0,Sales Executive,Finanzas,Maestria,Grande,Hibrido,44398.67
EMP-009004,CODE-71345,2019-05-27,3.5,34,37.5,2.0,Data Scientist,Marketing,Maestria,Pequeña,Hibrido,58263.88
EMP-016004,CODE-48054,2006-03-03,11.6,36,51.4,3.0,Marketing Analyst,Marketing,Maestria,Corporativa,Presencial,67687.97
EMP-011485,CODE-90094,2007-08-06,0.5,28,32.1,0.0,HR Specialist,Ingenieria,Doctorado,Pequeña,Remoto,29398.24
EMP-003038,CODE-74819,2010-05-03,5.9,34,36.4,1.0,Software Engineer,Marketing,Tecnico,Corporativa,Hibrido,51873.87
EMP-019974,CODE-33261,2021-04-24,14.0,46,43.1,1.0,Data Scientist,Marketing,Tecnico,Grande,Presencial,72321.21
EMP-019837,CODE-21563,2020-12-31,4.3,24,42.4,1.0,DevOps Engineer,Datos y Analitica,Bachiller,Pequeña,Remoto,52986.03
EMP-011084,CODE-61173,2025-05-24,5.0,30,48.5,1.0,HR Specialist,Marketing,Bachiller,Mediana,Hibrido,29945.35
EMP-007232,CODE-80643,2016-01-31,0.1,29,39.6,,DevOps Engineer,Ingenieria,Bachiller,Mediana,Remoto,41526.17
EMP-012322,CODE-42703,2008-03-24,8.9,38,46.2,5.0,Product Manager,Ingenieria,Bachiller,Corporativa,Remoto,79573.71
EMP-007263,CODE-63357,2006-05-29,4.9,25,39.7,0.0,Marketing Analyst,Datos y Analitica,Maestria,Mediana,Remoto,42718.02
EMP-012296,CODE-35908,2010-07-10,11.3,44,38.7,3.0,DevOps Engineer,Operaciones,Bachiller,Startup,Hibrido,59345.51
EMP-001649,CODE-37497,2006-02-04,4.6,30,37.4,2.0,HR Specialist,Ingenieria,Bachiller,Pequeña,Remoto,28806.33
EMP-011588,CODE-14718,2015-03-15,10.4,37,37.7,0.0,HR Specialist,Datos y Analitica,Maestria,Mediana,Hibrido,44273.6
EMP-008558,CODE-60330,2014-11-03,0.1,23,48.7,1.0,HR Specialist,Finanzas,Bachiller,Corporativa,Presencial,28995.91
EMP-009158,CODE-14816,2008-05-30,9.8,33,42.2,1.0,HR Specialist,Marketing,Bachiller,Grande,Hibrido,43993.47
EMP-008828,CODE-42493,2012-01-24,2.2,30,46.9,1.0,Sales Executive,Marketing,Tecnico,Startup,Remoto,10760.12
EMP-010079,CODE-30519,2022-08-16,10.4,39,35.5,4.0,Data Analyst,Marketing,Maestria,Startup,Remoto,54860.29
EMP-019815,CODE-85572,2008-07-21,13.7,40,39.3,0.0,Product Manager,Ingenieria,Bachiller,Pequeña,Presencial,71112.98
EMP-014318,CODE-47382,2023-05-05,0.1,26,27.1,6.0,HR Specialist,Operaciones,Bachiller,Pequeña,Hibrido,17415.82
EMP-009115,CODE-97264,2024-04-10,5.0,34,44.3,3.0,Software Engineer,Ventas,Maestria,Grande,Presencial,65310.32
EMP-009007,CODE-59448,2012-11-07,11.5,39,38.1,2.0,HR Specialist,Operaciones,Maestria,Startup,Remoto,47881.49
EMP-018303,CODE-59100,2021-07-11,5.3,35,37.3,1.0,Data Analyst,Operaciones,Bachiller,Grande,Hibrido,35652.96
EMP-016307,CODE-34316,2011-02-23,2.3,29,44.8,3.0,Software Engineer,Operaciones,Maestria,Startup,Hibrido,55126.6
EMP-017881,CODE-38090,2005-11-05,1.0,27,44.5,0.0,Data Analyst,Datos y Analitica,Bachiller,Grande,Presencial,34906.38
EMP-013074,CODE-66981,2005-12-10,18.8,46,39.6,,Data Scientist,Ingenieria,Bachiller,Grande,Hibrido,88729.44
EMP-005494,CODE-76977,2023-10-01,5.6,24,32.7,0.0,Data Analyst,Recursos Humanos,Bachiller,Grande,Presencial,38662.08
EMP-015062,CODE-72508,2020-12-08,0.5,36,52.2,2.0,Data Scientist,Operaciones,Maestria,Startup,Hibrido,49923.88
EMP-004937,CODE-40658,2019-06-18,4.5,30,40.1,2.0,Software Engineer,Recursos Humanos,Bachiller,Startup,Presencial,53182.09
EMP-014926,CODE-64394,2010-10-04,25.5,54,41.6,2.0,Sales Executive,Operaciones,Bachiller,Mediana,Remoto,77413.55
EMP-013808,CODE-22538,2015-08-21,0.5,30,44.2,0.0,Product Manager,Marketing,Doctorado,Startup,Remoto,60485.63
EMP-019512,CODE-70562,2014-08-22,3.6,27,41.2,1.0,Marketing Analyst,Marketing,Maestria,Startup,Hibrido,25706.13
EMP-001663,CODE-28034,2010-02-24,0.6,27,53.5,2.0,Data Scientist,Operaciones,Bachiller,Mediana,Presencial,49084.41
EMP-011407,CODE-29683,2008-08-17,15.4,44,46.4,1.0,HR Specialist,Datos y Analitica,Maestria,Grande,Remoto,61973.18
EMP-016782,CODE-21156,2009-03-10,21.4,37,36.9,5.0,HR Specialist,Datos y Analitica,Doctorado,Mediana,Hibrido,87835.0
EMP-011520,CODE-55551,2006-08-15,19.2,43,,2.0,Data Scientist,Ventas,Bachiller,Pequeña,Remoto,85434.58
EMP-003127,CODE-55494,2024-09-06,14.0,42,45.4,2.0,Data Scientist,Marketing,Tecnico,Mediana,Remoto,68491.67
EMP-009147,CODE-26915,2011-12-15,0.2,27,35.7,3.0,Data Scientist,Datos y Analitica,Maestria,Grande,Remoto,53794.59
EMP-003277,CODE-74783,2021-04-06,20.0,39,43.0,0.0,DevOps Engineer,Marketing,Bachiller,Corporativa,Hibrido,96937.23
EMP-013602,CODE-73269,2022-09-19,9.8,33,49.2,1.0,DevOps Engineer,Datos y Analitica,Doctorado,Pequeña,Presencial,81813.53
EMP-006732,CODE-83425,2010-07-26,9.1,33,49.3,3.0,DevOps Engineer,Ventas,Maestria,Grande,Presencial,81038.58
EMP-015539,CODE-13138,2012-05-22,18.3,39,45.6,1.0,DevOps Engineer,Datos y Analitica,Bachiller,Startup,Presencial,82031.94
EMP-015802,CODE-76268,2014-11-03,1.9,23,46.5,1.0,Sales Executive,Ventas,Maestria,Pequeña,Hibrido,36723.75
EMP-014342,CODE-43325,2012-04-17,8.7,31,46.5,2.0,DevOps Engineer,Ingenieria,Maestria,Grande,Hibrido,85414.07
EMP-013399,CODE-28343,2014-05-16,4.4,36,45.5,0.0,Data Analyst,Marketing,Maestria,Startup,Presencial,39079.21
EMP-018294,CODE-31398,2013-07-15,9.2,35,37.0,1.0,HR Specialist,Finanzas,Tecnico,Pequeña,Presencial,27230.8
EMP-003641,CODE-76780,2013-01-15,2.3,32,55.3,1.0,Data Scientist,Ventas,Bachiller,Grande,Presencial,50212.13
EMP-005902,CODE-99863,2018-10-01,6.3,32,46.3,2.0,HR Specialist,Recursos Humanos,Bachiller,Corporativa,Hibrido,44546.87
EMP-002852,CODE-29462,2005-02-21,2.4,27,46.9,3.0,Software Engineer,Ventas,Maestria,Grande,Remoto,61604.43
EMP-018228,CODE-55774,2024-10-07,7.4,27,36.8,2.0,Data Scientist,Operaciones,Bachiller,Pequeña,Remoto,57441.55
EMP-009047,CODE-23690,2020-01-29,7.3,32,46.7,0.0,Software Engineer,Datos y Analitica,Maestria,Corporativa,Presencial,68124.71
EMP-002918,CODE-85819,2023-09-08,12.5,38,,1.0,Product Manager,Finanzas,Bachiller,Pequeña,Hibrido,67183.89
EMP-019455,CODE-16854,2017-03-26,1.5,24,40.6,1.0,Software Engineer,Marketing,Bachiller,Pequeña,Hibrido,43061.54
EMP-010674,CODE-69637,2016-01-21,0.2,24,52.1,2.0,Marketing Analyst,Ventas,Bachiller,Grande,Remoto,29058.75
EMP-003490,CODE-39380,2008-01-26,7.8,36,28.0,3.0,Product Manager,Finanzas,Bachiller,Pequeña,Presencial,61227.17
EMP-005332,CODE-43163,2016-12-17,1.8,23,34.1,1.0,Data Scientist,Finanzas,Tecnico,Pequeña,Hibrido,39212.02
EMP-013371,CODE-43545,2023-01-20,2.0,25,41.4,3.0,Data Scientist,Datos y Analitica,Bachiller,Pequeña,Remoto,48647.11
EMP-001432,CODE-10795,2022-05-27,0.3,27,44.2,1.0,HR Specialist,Finanzas,Maestria,Mediana,Presencial,29962.43
EMP-015549,CODE-46374,2023-12-11,2.8,22,41.9,2.0,Data Analyst,Recursos Humanos,Bachiller,Grande,Hibrido,32070.96
EMP-002626,CODE-74735,2011-06-21,2.2,29,46.8,1.0,Software Engineer,Datos y Analitica,Bachiller,Grande,Hibrido,52768.96
EMP-001802,CODE-12213,2016-06-08,0.7,26,47.6,3.0,DevOps Engineer,Recursos Humanos,Tecnico,Pequeña,Remoto,39407.97
EMP-018208,CODE-41540,2013-03-11,7.5,34,39.7,2.0,Software Engineer,Ventas,Doctorado,Startup,Remoto,71181.7
EMP-004462,CODE-37011,2018-03-29,1.6,24,46.4,0.0,DevOps Engineer,Recursos Humanos,Bachiller,Startup,Hibrido,48355.37
EMP-007443,CODE-29463,2022-04-05,,52,35.7,2.0,Product Manager,Marketing,Bachiller,Mediana,Remoto,95441.02
EMP-015659,CODE-24706,2022-09-20,8.8,35,36.1,0.0,Data Scientist,Ventas,Tecnico,Pequeña,Presencial,44147.27
EMP-014363,CODE-22740,2015-02-20,11.6,38,43.8,3.0,DevOps Engineer,Datos y Analitica,Tecnico,Corporativa,Remoto,71567.62
EMP-009141,CODE-23161,2023-09-23,1.1,31,41.5,4.0,Marketing Analyst,Recursos Humanos,Tecnico,Grande,Remoto,17557.05
EMP-001969,CODE-38751,2012-08-10,3.0,30,47.3,0.0,Sales Executive,Recursos Humanos,Bachiller,Grande,Hibrido,31466.27
EMP-004817,CODE-74227,2009-12-28,4.8,28,60.0,1.0,Product Manager,Operaciones,Tecnico,Pequeña,Presencial,47933.34
EMP-003740,CODE-38338,2017-08-01,7.1,29,31.7,3.0,HR Specialist,Ingenieria,Maestria,Mediana,Remoto,45561.29
EMP-003196,CODE-63512,2010-09-15,14.8,40,40.6,1.0,DevOps Engineer,Recursos Humanos,Bachiller,Mediana,Hibrido,75751.47
EMP-001388,CODE-20130,2010-05-04,4.7,26,42.0,2.0,Marketing Analyst,Operaciones,Bachiller,Pequeña,Hibrido,31160.28
EMP-018438,CODE-34619,2006-08-11,0.6,27,39.3,,Sales Executive,Ingenieria,Bachiller,Corporativa,Remoto,30043.37
EMP-007728,CODE-12855,2013-04-07,6.8,34,43.6,1.0,Data Scientist,Ventas,Bachiller,Grande,Hibrido,69802.01
EMP-009829,CODE-21682,2008-11-03,8.6,32,46.2,1.0,Marketing Analyst,Operaciones,Tecnico,Mediana,Hibrido,32881.91
EMP-012959,CODE-81614,2010-03-23,0.0,27,37.6,2.0,Marketing Analyst,Marketing,Tecnico,Pequeña,Remoto,9000.0
EMP-017665,CODE-17196,2016-12-12,4.1,26,36.0,1.0,Data Scientist,Finanzas,Bachiller,Pequeña,Hibrido,49749.08
EMP-001509,CODE-13639,2005-10-05,0.0,32,42.4,4.0,HR Specialist,Ingenieria,Tecnico,Corporativa,Hibrido,24590.69
EMP-015490,CODE-35964,2015-01-11,0.8,25,49.1,1.0,Marketing Analyst,Ingenieria,Doctorado,Grande,Remoto,47518.83
EMP-008397,CODE-36718,2024-03-26,0.5,22,44.1,3.0,Product Manager,Operaciones,Tecnico,Startup,Hibrido,37485.96
EMP-013090,CODE-68789,2022-02-25,8.4,37,44.3,1.0,Data Scientist,Ingenieria,Tecnico,Grande,Hibrido,55104.34
EMP-009075,CODE-32229,2009-08-01,7.8,40,28.7,1.0,Data Scientist,Datos y Analitica,Maestria,Mediana,Hibrido,70337.5
EMP-017890,CODE-21865,2025-01-24,4.2,28,41.7,1.0,Product Manager,Finanzas,Doctorado,Mediana,Presencial,72280.15
EMP-000208,CODE-51931,2013-06-23,3.1,30,38.0,1.0,Marketing Analyst,Operaciones,Tecnico,Startup,Hibrido,18980.58
EMP-016164,CODE-18590,2022-05-26,1.1,29,36.4,0.0,DevOps Engineer,Ingenieria,Bachiller,Startup,Hibrido,37444.63
EMP-000151,CODE-92145,2007-03-18,0.3,27,50.3,1.0,Software Engineer,Finanzas,Maestria,Startup,Remoto,47362.22
EMP-013322,CODE-43996,2018-05-27,1.4,30,43.1,1.0,Sales Executive,Ventas,Bachiller,Grande,Remoto,25400.71
EMP-009909,CODE-35217,2013-11-11,28.4,55,33.2,4.0,Marketing Analyst,Ventas,Bachiller,Mediana,Hibrido,78884.26
EMP-009653,CODE-69687,2016-10-13,2.5,27,40.9,2.0,DevOps Engineer,Ventas,Bachiller,Startup,Hibrido,39097.04
EMP-013998,CODE-16440,2023-08-01,6.1,32,45.9,0.0,Marketing Analyst,Datos y Analitica,Bachiller,Pequeña,Hibrido,27680.66
EMP-002648,CODE-99158,2005-07-17,16.1,42,45.2,3.0,Data Scientist,Ventas,Maestria,Grande,Presencial,94968.95
EMP-019787,CODE-36905,2022-05-28,15.9,28,45.2,1.0,Sales Executive,Marketing,Doctorado,Grande,Hibrido,79389.1
EMP-003577,CODE-77489,2006-10-07,1.0,32,38.1,3.0,Data Analyst,Datos y Analitica,Bachiller,Mediana,Presencial,28427.82
EMP-008128,CODE-54231,2012-01-20,0.1,31,34.7,0.0,HR Specialist,Datos y Analitica,Bachiller,Grande,Hibrido,18682.57
EMP-015596,CODE-56078,2012-06-20,0.6,32,43.0,0.0,Product Manager,Ventas,Bachiller,Mediana,Hibrido,36420.75
EMP-010087,CODE-14311,2018-12-29,9.0,29,43.8,0.0,DevOps Engineer,Ventas,Bachiller,Pequeña,Hibrido,61802.36
EMP-011127,CODE-17611,2016-10-20,11.4,42,49.4,3.0,Software Engineer,Recursos Humanos,Bachiller,Grande,Remoto,68381.69
EMP-014962,CODE-71331,2009-08-09,1.5,21,35.8,0.0,Product Manager,Ventas,Maestria,Pequeña,Hibrido,49863.75
EMP-002826,CODE-21362,2017-04-18,11.0,34,41.5,1.0,Software Engineer,Ingenieria,Maestria,Corporativa,Hibrido,83576.21
EMP-017050,CODE-94467,2021-01-29,0.9,30,40.2,4.0,HR Specialist,Datos y Analitica,Bachiller,Mediana,Remoto,25889.8
EMP-015310,CODE-34334,2012-02-03,31.6,48,45.9,1.0,Data Scientist,Ingenieria,Maestria,Mediana,Remoto,125190.4
EMP-003426,CODE-52888,2022-06-02,1.8,21,44.6,2.0,HR Specialist,Operaciones,Tecnico,Pequeña,Remoto,11687.67
EMP-003620,CODE-86711,2010-06-11,24.2,48,41.1,3.0,Data Scientist,Ventas,Bachiller,Startup,Hibrido,94492.53
EMP-016232,CODE-42684,2023-04-13,0.5,21,47.8,,Software Engineer,Recursos Humanos,Maestria,Grande,Hibrido,53710.99
EMP-017835,CODE-35692,2007-11-07,13.9,42,43.2,3.0,Marketing Analyst,Marketing,Bachiller,Startup,Presencial,44784.87
EMP-016957,CODE-32885,2012-05-25,9.7,39,40.2,2.0,HR Specialist,Operaciones,Bachiller,Pequeña,Remoto,40033.9
EMP-013873,CODE-54658,2016-08-15,2.5,25,48.4,3.0,Product Manager,Finanzas,Bachiller,Startup,Hibrido,42847.31
EMP-019691,CODE-90564,2021-08-12,8.0,35,31.2,4.0,HR Specialist,Operaciones,Maestria,Corporativa,Remoto,51547.2
EMP-018037,CODE-27873,2013-01-13,0.4,25,52.4,2.0,Data Analyst,Finanzas,Tecnico,Startup,Hibrido,9000.0
EMP-011776,CODE-72830,2012-06-09,17.4,47,41.7,1.0,Data Scientist,Ingenieria,Doctorado,Pequeña,Hibrido,100373.58
EMP-002660,CODE-61923,2008-11-23,4.4,40,27.9,4.0,Data Analyst,Ventas,Bachiller,Mediana,Hibrido,33571.89
EMP-006661,CODE-65082,2019-10-12,11.0,38,37.4,3.0,Marketing Analyst,Operaciones,Tecnico,Corporativa,Presencial,48570.79
EMP-004542,CODE-27091,2021-11-10,5.6,28,55.1,1.0,Data Scientist,Ingenieria,Doctorado,Pequeña,Hibrido,71873.88
EMP-016121,CODE-21764,2013-03-31,1.6,29,40.6,2.0,Data Scientist,Marketing,Bachiller,Grande,Remoto,53385.84
EMP-010858,CODE-56488,2007-08-07,12.2,36,38.8,1.0,Product Manager,Recursos Humanos,Maestria,Grande,Presencial,85765.77
EMP-004200,CODE-72380,2008-01-10,3.8,27,33.7,2.0,Sales Executive,Recursos Humanos,Maestria,Startup,Hibrido,36931.33
EMP-006468,CODE-68566,2010-09-26,2.0,24,29.8,4.0,Data Analyst,Marketing,Doctorado,Mediana,Presencial,41693.19
EMP-006167,CODE-15298,2024-05-22,2.5,25,51.9,1.0,HR Specialist,Recursos Humanos,Bachiller,Corporativa,Remoto,29528.12
EMP-004485,CODE-47281,2009-10-14,2.8,30,43.6,1.0,Software Engineer,Operaciones,Tecnico,Grande,Hibrido,42637.96
EMP-009355,CODE-99047,2023-02-06,1.1,28,44.3,0.0,Software Engineer,Recursos Humanos,Bachiller,Pequeña,Remoto,35912.94
EMP-016765,CODE-39770,2007-09-01,17.2,43,39.8,,Data Scientist,Operaciones,Bachiller,Corporativa,Hibrido,88272.86
EMP-014246,CODE-51178,2016-01-30,0.4,24,46.5,1.0,Sales Executive,Operaciones,Bachiller,Grande,Remoto,18339.85
EMP-010644,CODE-90341,2022-02-21,0.9,31,41.8,1.0,Data Scientist,Finanzas,Bachiller,Mediana,Remoto,44407.98
EMP-004536,CODE-96142,2017-04-01,4.0,27,35.4,0.0,Sales Executive,Recursos Humanos,Maestria,Pequeña,Presencial,34756.93
EMP-007767,CODE-87924,2008-04-24,14.0,44,43.5,1.0,Data Analyst,Ingenieria,Doctorado,Corporativa,Hibrido,80876.32
EMP-007461,CODE-79680,2016-09-23,10.6,35,30.2,1.0,DevOps Engineer,Ventas,Maestria,Pequeña,Hibrido,70157.51
EMP-004280,CODE-56066,2010-07-08,0.6,28,30.1,2.0,Sales Executive,Finanzas,Maestria,Corporativa,Presencial,39134.17
EMP-008104,CODE-64053,2024-08-28,11.5,39,43.9,0.0,Marketing Analyst,Ingenieria,Maestria,Startup,Remoto,47439.87
EMP-013699,CODE-44987,2010-02-19,0.8,24,43.6,3.0,Data Scientist,Ingenieria,Doctorado,Corporativa,Hibrido,74428.51
EMP-010022,CODE-60812,2005-11-14,0.3,25,39.6,1.0,Software Engineer,Finanzas,Bachiller,Corporativa,Presencial,44300.43
EMP-006387,CODE-56889,2009-03-09,10.2,35,38.1,3.0,HR Specialist,Operaciones,Bachiller,Corporativa,Hibrido,49673.55
EMP-011957,CODE-86218,2014-12-05,6.2,34,40.1,2.0,Data Analyst,Operaciones,Bachiller,Corporativa,Presencial,42747.67
EMP-012082,CODE-49027,2007-09-15,5.6,31,35.3,1.0,Marketing Analyst,Marketing,Bachiller,Corporativa,Presencial,43140.29
EMP-019195,CODE-15602,2010-04-02,1.9,28,50.7,1.0,Sales Executive,Recursos Humanos,Maestria,Mediana,Remoto,30540.07
EMP-017547,CODE-57565,2015-10-28,2.1,29,35.0,5.0,Data Analyst,Operaciones,Bachiller,Startup,Presencial,23965.8
EMP-005750,CODE-69354,2009-08-18,5.4,28,42.8,3.0,HR Specialist,Recursos Humanos,Maestria,Pequeña,Hibrido,39673.47
EMP-019229,CODE-29452,2018-02-21,3.0,32,43.7,0.0,Product Manager,Operaciones,Tecnico,Mediana,Remoto,42260.31
EMP-007948,CODE-45916,2017-09-25,6.3,31,47.2,0.0,Data Analyst,Ingenieria,Bachiller,Grande,Presencial,36678.91
EMP-005310,CODE-42248,2012-04-21,0.6,25,41.3,3.0,Software Engineer,Datos y Analitica,Maestria,Grande,Remoto,51610.04
EMP-009005,CODE-49311,2021-04-04,4.3,34,50.3,3.0,DevOps Engineer,Finanzas,Bachiller,Pequeña,Hibrido,50454.44
EMP-019584,CODE-15724,2025-02-19,8.0,40,37.6,2.0,Marketing Analyst,Ventas,Bachiller,Corporativa,Presencial,43248.04
EMP-019675,CODE-41429,2024-04-23,1.3,21,36.8,1.0,Sales Executive,Marketing,Tecnico,Pequeña,Hibrido,11886.95
EMP-011659,CODE-84387,2024-08-15,7.4,21,40.7,1.0,Data Scientist,Finanzas,Bachiller,Grande,Hibrido,61839.61
EMP-005921,CODE-82135,2014-06-12,4.4,23,52.0,3.0,Marketing Analyst,Finanzas,Doctorado,Mediana,Remoto,49971.57
EMP-014812,CODE-25596,2008-10-06,21.2,51,33.9,3.0,Marketing Analyst,Finanzas,Bachiller,Pequeña,Presencial,65217.97
EMP-011144,CODE-79547,2011-04-08,24.0,46,31.3,3.0,HR Specialist,Datos y Analitica,Tecnico,Mediana,Remoto,61722.21
EMP-002954,CODE-51780,2006-02-22,,31,41.4,1.0,Data Analyst,Datos y Analitica,Bachiller,Mediana,Hibrido,32657.1
EMP-002695,CODE-77599,2007-10-31,1.9,24,47.5,2.0,Marketing Analyst,Recursos Humanos,Bachiller,Corporativa,Remoto,37605.54
EMP-010461,CODE-47492,2021-11-01,2.9,25,37.2,0.0,Data Analyst,Datos y Analitica,Maestria,Corporativa,Hibrido,42771.57
EMP-003035,CODE-82484,2024-12-26,1.7,27,33.3,0.0,Software Engineer,Ingenieria,Maestria,Pequeña,Hibrido,42127.39
EMP-015655,CODE-65370,2021-04-09,5.5,27,42.6,3.0,DevOps Engineer,Recursos Humanos,Bachiller,Startup,Remoto,53432.84
EMP-008520,CODE-31387,2024-11-27,2.5,24,36.4,1.0,Product Manager,Recursos Humanos,Bachiller,Mediana,Hibrido,50930.78
EMP-001371,CODE-27239,2025-01-01,2.9,28,44.1,1.0,Product Manager,Datos y Analitica,Maestria,Mediana,Remoto,57777.2
EMP-005218,CODE-87313,2017-02-11,17.7,44,34.0,2.0,Marketing Analyst,Ingenieria,Maestria,Pequeña,Hibrido,67443.98
EMP-019929,CODE-16235,2024-07-10,5.2,24,40.1,0.0,DevOps Engineer,Operaciones,Doctorado,Pequeña,Remoto,69259.67
EMP-003859,CODE-62119,2023-12-05,6.7,35,35.7,2.0,Data Analyst,Ventas,Bachiller,Pequeña,Hibrido,30797.17
EMP-012918,CODE-14304,2009-08-21,7.4,41,45.1,2.0,DevOps Engineer,Ingenieria,Maestria,Corporativa,Presencial,82409.16
EMP-008557,CODE-16679,2022-12-17,9.2,32,39.8,1.0,HR Specialist,Datos y Analitica,Bachiller,Grande,Remoto,41117.2
EMP-009553,CODE-14824,2008-11-19,4.3,33,48.6,0.0,Product Manager,Marketing,Bachiller,Mediana,Hibrido,59414.56
EMP-009683,CODE-31506,2007-08-04,2.4,22,41.3,,DevOps Engineer,Ingenieria,Maestria,Pequeña,Presencial,57031.58
