vehicle_id,registration_number,car_name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power_bhp,selling_price
VH-006874,MH-23-8352,Mahindra i20,2008,41341.0,Diesel,Individual,Manual,Second Owner,16.9 kmpl,2350 CC,163.8,298206.0
VH-006473,MH-02-6235,Maruti EcoSport,2018,221946.0,Petrol,Dealer,Manual,First Owner,24.5 kmpl,2362 CC,140.7,460392.0
VH-002298,MH-17-2079,Hyundai Innova,2012,149796.0,Diesel,Individual,Automatic,Third Owner,9.7 kmpl,1165 CC,225.8,540637.0
VH-019134,MH-46-6558,Ford Innova,2004,83534.0,Petrol,Trustmark Dealer,Manual,Second Owner,10.8 kmpl,2106 CC,228.9,177578.0
VH-007153,MH-49-1655,Mahindra i20,2014,40653.0,Diesel,Dealer,Manual,Second Owner,10.2 kmpl,3431 CC,209.8,661148.0
VH-010454,MH-13-5913,Toyota Sunny,2018,23679.0,Diesel,Dealer,Manual,First Owner,15.9 kmpl,1287 CC,80.8,516350.0
VH-016305,MH-48-2627,Volkswagen Nexon,2009,90936.0,Diesel,Individual,Manual,First Owner,24.4 kmpl,883 CC,157.6,378974.0
VH-004285,MH-11-8436,Ford Polo,2014,,Diesel,Dealer,Automatic,Second Owner,16.8 kmpl,3435 CC,,421314.0
VH-014086,MH-22-9148,Maruti i20,2004,123416.0,Diesel,Dealer,Manual,First Owner,13.7 kmpl,1992 CC,112.2,173771.0
VH-017357,MH-17-6272,Mahindra City,2017,27061.0,Petrol,Individual,Manual,First Owner,11.1 kmpl,2191 CC,114.3,534259.0
VH-016897,MH-12-1228,Toyota City,2009,29651.0,Electric,Dealer,Manual,First Owner,14.0 kmpl,1486 CC,198.6,639055.0
VH-003784,MH-27-7109,Honda i20,2021,70682.0,Diesel,Individual,Automatic,Third Owner,24.1 kmpl,2225 CC,94.7,761635.0
VH-001071,MH-48-3724,Hyundai Polo,2023,76261.0,Petrol,Dealer,Automatic,Third Owner,13.5 kmpl,3450 CC,140.2,822958.0
VH-015937,MH-05-4535,Hyundai Kwid,2014,73636.0,Petrol,Dealer,Manual,First Owner,17.8 kmpl,1336 CC,184.4,556388.0
VH-004884,MH-48-7353,Mahindra Swift,2023,47031.0,Diesel,Dealer,Manual,First Owner,19.6 kmpl,1307 CC,80.6,742959.0
VH-017982,MH-39-4011,Toyota EcoSport,2022,59497.0,Petrol,Individual,Manual,First Owner,13.1 kmpl,3371 CC,42.7,573677.0
VH-018992,MH-01-3913,Maruti Nexon,2007,,Petrol,Dealer,Manual,First Owner,17.8 kmpl,2450 CC,132.5,204451.0
VH-016918,MH-24-1281,Honda Polo,2013,72095.0,Petrol,Individual,Manual,First Owner,10.1 kmpl,3429 CC,144.6,366400.0
VH-014804,MH-31-5201,Honda Polo,2001,41740.0,Petrol,Individual,Manual,First Owner,9.6 kmpl,1269 CC,,30000.0
VH-017872,MH-41-1391,Tata i20,2003,19136.0,Petrol,Individual,Manual,First Owner,16.5 kmpl,3362 CC,230.3,304764.0
VH-005034,MH-02-5237,Maruti Scorpio,2008,66407.0,Diesel,Individual,Automatic,First Owner,15.9 kmpl,3417 CC,,342297.0
VH-004836,MH-37-1766,Hyundai Scorpio,2000,29655.0,Petrol,Individual,Manual,,9.2 kmpl,2205 CC,78.0,30000.0
VH-009656,MH-45-8955,Nissan EcoSport,2016,72149.0,Diesel,Individual,Manual,Second Owner,17.2 kmpl,3345 CC,94.5,503240.0
VH-010201,MH-23-4279,Tata Sunny,2007,46655.0,Diesel,Individual,Manual,Second Owner,17.5 kmpl,2180 CC,223.1,458200.0
VH-005148,MH-23-9000,Renault Polo,2013,56263.0,Petrol,Dealer,Automatic,Second Owner,18.8 kmpl,3006 CC,,685712.0
VH-016067,MH-38-2433,Maruti Swift,2019,34455.0,Diesel,Dealer,Manual,Fourth & Above,18.8 kmpl,2370 CC,120.4,621160.0
VH-012295,MH-09-1430,Maruti Nexon,2010,65203.0,Diesel,Dealer,Manual,,10.7 kmpl,1555 CC,125.9,290536.0
VH-007386,MH-38-3032,Maruti Polo,2002,125807.0,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2914 CC,159.6,80729.0
VH-015820,MH-01-8185,Maruti Swift,2016,39174.0,Petrol,Individual,Manual,First Owner,22.5 kmpl,2700 CC,105.2,419058.0
VH-014074,MH-07-4160,Tata EcoSport,2007,68113.0,Diesel,Individual,Manual,First Owner,11.9 kmpl,2328 CC,,346271.0
VH-016238,MH-23-5844,Mahindra Polo,2019,115832.0,Petrol,Dealer,Manual,First Owner,21.9 kmpl,1853 CC,111.3,493057.0
VH-002677,MH-07-8687,Maruti EcoSport,2018,39510.0,Petrol,Dealer,Manual,First Owner,11.3 kmpl,1170 CC,102.7,476829.0
VH-016737,MH-14-6753,Nissan EcoSport,2006,80245.0,Diesel,Individual,Automatic,First Owner,14.7 kmpl,1760 CC,133.0,300834.0
VH-011856,MH-38-1569,Hyundai Scorpio,2021,28894.0,Petrol,Dealer,Manual,First Owner,21.3 kmpl,1758 CC,218.9,788716.0
VH-019491,MH-33-2687,Tata Sunny,2002,125271.0,Petrol,Individual,Automatic,Third Owner,24.9 kmpl,2036 CC,152.0,85854.0
VH-017994,MH-36-2095,Maruti EcoSport,2019,,Petrol,Dealer,Automatic,Second Owner,21.3 kmpl,2069 CC,,623876.0
VH-001731,MH-32-4214,Hyundai Nexon,2016,34313.0,Petrol,Dealer,Manual,First Owner,23.9 kmpl,3442 CC,117.3,568406.0
VH-007889,MH-46-4816,Volkswagen Swift,2018,21969.0,Petrol,Individual,Automatic,First Owner,16.7 kmpl,2560 CC,123.5,583700.0
VH-004978,MH-34-8692,Toyota Nexon,2015,58119.0,Petrol,Trustmark Dealer,Manual,First Owner,8.6 kmpl,2403 CC,231.2,519778.0
VH-012461,MH-40-8477,Maruti i20,2006,143280.0,Diesel,Individual,Manual,First Owner,15.6 kmpl,2852 CC,115.7,67837.0
VH-000697,MH-46-2088,Nissan Scorpio,2022,28222.0,Diesel,Dealer,Manual,First Owner,12.0 kmpl,3324 CC,126.2,786074.0
VH-001005,MH-26-6834,Renault City,2020,92907.0,Petrol,Dealer,Manual,First Owner,9.1 kmpl,2341 CC,66.4,446560.0
VH-011830,MH-10-3178,Volkswagen Swift,2010,49759.0,Diesel,Dealer,Manual,Second Owner,19.2 kmpl,3406 CC,70.0,227235.0
VH-015851,MH-41-7795,Mahindra Nexon,2005,58481.0,Petrol,Individual,Automatic,Third Owner,20.7 kmpl,1817 CC,117.8,182283.0
VH-002771,MH-04-5542,Volkswagen Polo,2017,24957.0,LPG,Individual,Automatic,First Owner,11.0 kmpl,1037 CC,216.5,711193.0
VH-011076,MH-11-2324,Tata EcoSport,2005,66079.0,Petrol,Individual,Automatic,First Owner,17.1 kmpl,1015 CC,233.5,302773.0
VH-005711,MH-37-4040,Volkswagen i20,2013,49437.0,Petrol,Dealer,Manual,First Owner,14.8 kmpl,1465 CC,48.8,254560.0
VH-013378,MH-21-7669,Mahindra City,2006,72022.0,Petrol,Dealer,Automatic,First Owner,9.6 kmpl,1027 CC,106.2,115942.0
VH-019151,MH-06-2518,Hyundai Nexon,2000,,Diesel,Individual,Manual,Second Owner,16.4 kmpl,2199 CC,219.3,124735.0
VH-013874,MH-30-8877,Renault Sunny,2005,133350.0,Petrol,Dealer,Automatic,First Owner,17.7 kmpl,1617 CC,48.9,30000.0
VH-009334,MH-30-1810,Volkswagen City,2022,204551.0,Petrol,Dealer,Manual,First Owner,9.2 kmpl,836 CC,71.0,476995.0
VH-011696,MH-24-9801,Volkswagen EcoSport,2012,125133.0,Diesel,Individual,Automatic,First Owner,15.8 kmpl,1482 CC,246.9,659887.0
VH-001029,MH-22-4072,Hyundai Nexon,2003,17135.0,Petrol,Trustmark Dealer,Manual,Second Owner,17.3 kmpl,1399 CC,155.7,88529.0
VH-019583,MH-07-6524,Nissan Sunny,2005,96905.0,Diesel,Dealer,Manual,First Owner,11.7 kmpl,2263 CC,161.9,183604.0
VH-014906,MH-15-7677,Hyundai Swift,2003,44444.0,Petrol,Individual,Manual,Second Owner,9.7 kmpl,3285 CC,95.3,95411.0
VH-019977,MH-40-3525,Mahindra Nexon,2000,40200.0,Diesel,Individual,Manual,Second Owner,18.5 kmpl,3040 CC,231.1,85125.0
VH-003302,MH-08-3777,Nissan i20,2002,90452.0,Petrol,Dealer,Manual,First Owner,11.3 kmpl,3449 CC,172.4,30000.0
VH-009734,MH-13-8137,Mahindra City,2018,82597.0,Petrol,Individual,Manual,First Owner,11.8 kmpl,3276 CC,142.5,559127.0
VH-006815,MH-12-4654,Ford Scorpio,2018,28210.0,Petrol,Dealer,Manual,First Owner,23.6 kmpl,2395 CC,232.1,747082.0
VH-008670,MH-05-1615,Volkswagen i20,2009,67212.0,Petrol,Individual,Manual,,21.8 kmpl,2632 CC,48.7,144557.0
VH-009883,MH-37-7266,Volkswagen i20,2015,72609.0,Diesel,Individual,Manual,Second Owner,11.3 kmpl,3387 CC,216.5,637070.0
VH-018623,MH-45-1635,Ford Innova,2013,88082.0,Petrol,Trustmark Dealer,Automatic,Third Owner,11.9 kmpl,1336 CC,190.5,413005.0
VH-017718,MH-44-3101,Volkswagen Sunny,2016,133644.0,Petrol,Dealer,Automatic,First Owner,8.7 kmpl,1389 CC,59.0,659021.0
VH-010653,MH-18-2335,Toyota Scorpio,2014,41603.0,Petrol,Individual,Manual,First Owner,23.3 kmpl,1487 CC,,451383.0
VH-007839,MH-28-1246,Hyundai EcoSport,2006,28302.0,Petrol,Dealer,Manual,First Owner,24.1 kmpl,1762 CC,174.2,147885.0
VH-013977,MH-48-6908,Hyundai Innova,2023,44353.0,Petrol,Dealer,Manual,Third Owner,21.2 kmpl,3390 CC,94.0,680397.0
VH-007534,MH-41-5492,Honda Sunny,2019,16863.0,Diesel,Individual,Manual,First Owner,20.3 kmpl,847 CC,167.3,748153.0
VH-010600,MH-42-1661,Renault i20,2005,44969.0,Petrol,Individual,Manual,First Owner,23.0 kmpl,802 CC,227.5,213511.0
VH-002101,MH-32-8090,Hyundai Kwid,2008,39752.0,Petrol,Dealer,Manual,Second Owner,13.8 kmpl,1245 CC,72.0,174589.0
VH-012699,MH-23-3588,Nissan Kwid,2005,108638.0,Diesel,Dealer,Automatic,First Owner,9.8 kmpl,3285 CC,82.8,140060.0
VH-000101,MH-07-2215,Mahindra i20,2018,63839.0,Petrol,Individual,Automatic,Second Owner,17.7 kmpl,1748 CC,86.2,456673.0
VH-015849,MH-45-3918,Maruti i20,2010,156845.0,Petrol,Individual,Manual,First Owner,23.9 kmpl,2756 CC,235.9,356950.0
VH-017239,MH-42-3200,Mahindra Sunny,2010,45889.0,Petrol,Dealer,Automatic,First Owner,16.1 kmpl,2677 CC,235.5,590039.0
VH-012136,MH-04-9709,Maruti Swift,2022,7613.0,Petrol,Trustmark Dealer,Automatic,First Owner,18.6 kmpl,3011 CC,237.2,959912.0
VH-002743,MH-16-5129,Tata Nexon,2005,35735.0,Diesel,Individual,Automatic,First Owner,14.3 kmpl,1076 CC,75.8,142347.0
VH-018429,MH-03-5821,Hyundai City,2002,30026.0,Petrol,Dealer,Automatic,First Owner,9.0 kmpl,1499 CC,223.6,246749.0
VH-017446,MH-16-7294,Mahindra Scorpio,2012,44009.0,Diesel,Individual,Automatic,Second Owner,10.0 kmpl,2410 CC,109.3,404311.0
VH-003314,MH-09-6618,Maruti Swift,2000,15846.0,Diesel,Individual,Manual,First Owner,8.1 kmpl,2809 CC,128.7,30000.0
VH-007924,MH-26-3875,Tata i20,2014,67915.0,Petrol,Individual,Automatic,First Owner,13.8 kmpl,2732 CC,217.7,587768.0
VH-015469,MH-09-8398,Honda i20,2017,114873.0,Diesel,Dealer,Manual,First Owner,12.2 kmpl,2421 CC,40.8,404037.0
VH-000413,MH-04-9699,Nissan i20,2007,12654.0,CNG,Individual,Manual,,8.5 kmpl,3018 CC,208.9,282521.0
VH-004590,MH-35-3943,Maruti i20,2008,46960.0,Petrol,Dealer,Manual,First Owner,9.3 kmpl,3250 CC,163.0,235855.0
VH-002730,MH-09-5369,Maruti City,2020,113913.0,Diesel,Dealer,Manual,First Owner,15.0 kmpl,2196 CC,136.9,639214.0
VH-000396,MH-26-4655,Ford Polo,2003,227068.0,Diesel,Individual,Manual,First Owner,11.3 kmpl,1021 CC,223.8,177339.0
VH-001664,MH-42-7263,Mahindra Innova,2007,60639.0,Petrol,Individual,Manual,Second Owner,12.3 kmpl,2578 CC,,324380.0
VH-017180,MH-17-7087,Nissan Polo,2021,40317.0,Petrol,Trustmark Dealer,Manual,First Owner,21.5 kmpl,1414 CC,108.2,606392.0
VH-019464,MH-46-8052,Nissan Scorpio,2004,34571.0,LPG,Dealer,Manual,First Owner,13.1 kmpl,2244 CC,61.3,30523.0
VH-001476,MH-27-5637,Renault Kwid,2010,34666.0,Petrol,Individual,Automatic,First Owner,18.8 kmpl,1912 CC,170.3,344271.0
VH-019869,MH-14-2166,Honda Nexon,2002,36159.0,Diesel,Dealer,Manual,First Owner,14.0 kmpl,3370 CC,213.9,300545.0
VH-004448,MH-17-5857,Volkswagen Kwid,2008,107465.0,Petrol,Dealer,Manual,First Owner,16.9 kmpl,975 CC,247.7,291497.0
VH-017158,MH-17-4220,Ford Innova,2001,43005.0,Petrol,Individual,Manual,First Owner,11.2 kmpl,3352 CC,149.7,58755.0
VH-000635,MH-38-2432,Maruti EcoSport,2021,109172.0,Diesel,Individual,Manual,Fourth & Above,22.2 kmpl,2398 CC,167.4,830996.0
VH-000817,MH-10-6280,Tata Swift,2006,75172.0,Petrol,Individual,Manual,First Owner,12.8 kmpl,2746 CC,196.5,257621.0
VH-011320,MH-25-7457,Nissan Scorpio,2008,66153.0,Petrol,Dealer,Automatic,Second Owner,14.5 kmpl,3243 CC,49.7,126397.0
VH-003125,MH-13-3668,Hyundai Polo,2015,39474.0,CNG,Individual,Manual,First Owner,14.2 kmpl,2124 CC,88.4,409121.0
VH-007180,MH-49-1384,Mahindra Polo,2010,64654.0,Diesel,Trustmark Dealer,Automatic,First Owner,17.8 kmpl,2746 CC,75.6,416919.0
VH-004989,MH-44-6146,Toyota City,2005,10231.0,Petrol,Dealer,Automatic,First Owner,11.4 kmpl,1704 CC,119.9,198425.0
VH-019746,MH-32-5499,Volkswagen EcoSport,2021,100860.0,Petrol,Trustmark Dealer,Manual,Second Owner,21.2 kmpl,3109 CC,43.8,535860.0
VH-010051,MH-36-9799,Renault Nexon,2015,29368.0,Diesel,Dealer,Manual,Second Owner,23.4 kmpl,3454 CC,158.3,538614.0
VH-017124,MH-23-2142,Volkswagen Swift,2019,37644.0,Petrol,Individual,Manual,Third Owner,14.4 kmpl,1641 CC,72.5,624179.0
VH-000707,MH-15-8221,Mahindra Swift,2012,393308.0,Petrol,Individual,Manual,First Owner,14.3 kmpl,1370 CC,232.3,347278.0
VH-001686,MH-47-3397,Honda i20,2002,18147.0,Diesel,Individual,Manual,First Owner,14.8 kmpl,1392 CC,58.0,30000.0
VH-008306,MH-47-9658,Honda Scorpio,2015,49230.0,Petrol,Individual,Manual,Third Owner,14.3 kmpl,2872 CC,186.3,492965.0
VH-016573,MH-03-2365,Tata Polo,2012,146141.0,Diesel,Dealer,Automatic,Third Owner,18.0 kmpl,1730 CC,65.6,282383.0
VH-002777,MH-48-3867,Mahindra Polo,2006,90534.0,Petrol,Dealer,Manual,Second Owner,20.8 kmpl,977 CC,161.8,180969.0
VH-015453,MH-08-6199,Nissan i20,2017,134601.0,Petrol,Individual,Manual,Second Owner,15.3 kmpl,850 CC,119.4,470351.0
VH-000724,MH-36-5864,Volkswagen Scorpio,2022,65572.0,Petrol,Individual,Automatic,Second Owner,23.3 kmpl,1432 CC,178.9,976005.0
VH-013194,MH-39-5473,Tata EcoSport,2012,58451.0,Petrol,Individual,Manual,Second Owner,19.6 kmpl,1853 CC,,456022.0
VH-006308,MH-14-1281,Renault Nexon,2016,12230.0,Petrol,Individual,Automatic,First Owner,18.1 kmpl,978 CC,107.2,516064.0
VH-000836,MH-46-2453,Renault Innova,2003,19968.0,Petrol,Individual,Manual,First Owner,18.3 kmpl,1787 CC,,140924.0
VH-010132,MH-30-8952,Toyota Scorpio,2010,57198.0,Diesel,Individual,Manual,First Owner,23.9 kmpl,2341 CC,231.2,560686.0
VH-003505,MH-47-8942,Maruti Scorpio,2010,74424.0,Petrol,Dealer,Automatic,First Owner,19.5 kmpl,2797 CC,125.9,281975.0
VH-014378,MH-06-2334,Maruti Polo,2010,20042.0,Petrol,Dealer,Manual,First Owner,11.3 kmpl,3454 CC,123.3,293671.0
VH-005784,MH-15-9778,Nissan Polo,2022,35596.0,CNG,Individual,Manual,Second Owner,23.1 kmpl,3402 CC,246.7,812201.0
VH-012287,MH-17-9751,Tata Innova,2013,143262.0,Petrol,Individual,Automatic,First Owner,14.6 kmpl,959 CC,149.5,504465.0
VH-005597,MH-01-8939,Renault EcoSport,2023,231493.0,Petrol,Dealer,Automatic,First Owner,9.7 kmpl,3428 CC,244.5,823450.0
VH-015785,MH-23-3023,Maruti EcoSport,2012,12206.0,Petrol,Individual,Manual,First Owner,19.2 kmpl,2529 CC,181.9,482948.0
VH-015028,MH-22-9095,Tata Sunny,2020,23223.0,CNG,Individual,Manual,First Owner,14.4 kmpl,968 CC,80.1,567216.0
VH-017092,MH-06-5552,Nissan Scorpio,2013,11503.0,Petrol,Individual,Automatic,Second Owner,8.4 kmpl,1671 CC,,459922.0
VH-003111,MH-03-1872,Toyota i20,2017,37525.0,Diesel,Individual,Manual,First Owner,9.2 kmpl,1634 CC,211.3,728311.0
VH-018666,MH-09-5011,Ford Polo,2017,28678.0,Petrol,Dealer,Automatic,Third Owner,12.4 kmpl,2106 CC,117.5,618016.0
VH-015312,MH-31-4938,Honda EcoSport,2023,42678.0,Petrol,Individual,Manual,First Owner,17.0 kmpl,1764 CC,52.5,643771.0
VH-008574,MH-37-4928,Mahindra Scorpio,2010,44586.0,Petrol,Individual,Manual,First Owner,18.4 kmpl,2295 CC,118.0,206096.0
VH-012844,MH-38-7891,Tata Sunny,2003,93507.0,CNG,Trustmark Dealer,Manual,Second Owner,16.4 kmpl,3195 CC,178.1,141146.0
VH-008528,MH-06-1093,Hyundai Polo,2023,78153.0,Petrol,Individual,Manual,First Owner,9.8 kmpl,2903 CC,43.5,667452.0
VH-001158,MH-14-6903,Mahindra Polo,2005,18332.0,Diesel,Dealer,Manual,First Owner,16.2 kmpl,2036 CC,241.4,387347.0
VH-003704,MH-40-2440,Tata EcoSport,2022,54537.0,Petrol,Dealer,Manual,First Owner,14.4 kmpl,3002 CC,232.5,836165.0
VH-014925,MH-28-7169,Renault Swift,2015,20100.0,Petrol,Dealer,Manual,First Owner,17.6 kmpl,1404 CC,61.5,332624.0
VH-012635,MH-02-1370,Nissan Sunny,2022,80836.0,Petrol,Trustmark Dealer,Manual,Fourth & Above,14.1 kmpl,1928 CC,189.9,830800.0
VH-013939,MH-38-2199,Renault Kwid,2012,56117.0,Diesel,Individual,Automatic,Third Owner,14.8 kmpl,1909 CC,225.7,724135.0
VH-019542,MH-31-8690,Hyundai Sunny,2023,,Diesel,Trustmark Dealer,Automatic,Second Owner,17.8 kmpl,1505 CC,196.6,1024895.0
VH-000123,MH-15-9323,Maruti City,2009,62276.0,CNG,Trustmark Dealer,Manual,First Owner,10.1 kmpl,2830 CC,56.1,138596.0
VH-001247,MH-27-5341,Renault EcoSport,2002,9578.0,Petrol,Dealer,Automatic,First Owner,23.2 kmpl,1775 CC,119.7,130180.0
VH-000820,MH-05-4535,Volkswagen City,2017,74713.0,Petrol,Dealer,Manual,Fourth & Above,14.0 kmpl,2299 CC,47.6,350262.0
VH-006920,MH-49-9703,Ford Polo,2009,28435.0,Petrol,Individual,Manual,First Owner,17.9 kmpl,2320 CC,187.3,408889.0
VH-006866,MH-40-8131,Maruti i20,2019,83003.0,Diesel,Dealer,Manual,First Owner,20.5 kmpl,1798 CC,121.2,580991.0
VH-004738,MH-37-4195,Hyundai Polo,2022,88137.0,Diesel,Individual,Manual,First Owner,20.3 kmpl,3320 CC,225.2,848406.0
VH-005382,MH-21-4855,Toyota Swift,2003,107435.0,Petrol,Individual,Manual,First Owner,19.3 kmpl,2548 CC,,30000.0
VH-015757,MH-23-8656,Hyundai Sunny,2022,38205.0,Diesel,Dealer,Manual,First Owner,17.2 kmpl,3046 CC,98.5,728692.0
VH-006329,MH-06-2561,Ford Nexon,2014,24299.0,Petrol,Dealer,Automatic,First Owner,15.5 kmpl,2529 CC,156.3,595524.0
VH-009687,MH-15-7888,Renault Nexon,2007,97904.0,Petrol,Dealer,Manual,First Owner,21.5 kmpl,2969 CC,200.3,144234.0
VH-006202,MH-44-9292,Ford EcoSport,2011,86787.0,Diesel,Dealer,Automatic,First Owner,25.0 kmpl,1662 CC,138.0,412783.0
VH-011521,MH-25-6195,Mahindra i20,2013,83277.0,Petrol,Individual,Manual,Second Owner,19.1 kmpl,2590 CC,98.7,345357.0
VH-012113,MH-11-3181,Honda Sunny,2010,13666.0,Diesel,Individual,Manual,First Owner,16.1 kmpl,2461 CC,43.7,203785.0
VH-003974,MH-39-8770,Toyota Innova,2019,41529.0,Diesel,Individual,Manual,First Owner,19.1 kmpl,1729 CC,166.8,757173.0
VH-008223,MH-01-6047,Maruti Kwid,2008,93602.0,Diesel,Individual,Manual,First Owner,8.6 kmpl,2963 CC,126.1,294821.0
VH-016221,MH-45-8421,Honda Nexon,2006,34341.0,Petrol,Dealer,Manual,First Owner,19.5 kmpl,3125 CC,236.8,271898.0
VH-004972,MH-44-4832,Volkswagen i20,2023,113249.0,Diesel,Dealer,Manual,First Owner,13.7 kmpl,1785 CC,238.6,971460.0
VH-016696,MH-41-7904,Nissan Swift,2016,,Electric,Individual,Automatic,Second Owner,24.0 kmpl,2730 CC,122.5,804378.0
VH-009416,MH-46-8740,Ford Innova,2018,70243.0,Petrol,Individual,Manual,Third Owner,10.1 kmpl,2749 CC,200.5,769050.0
VH-018505,MH-15-5303,Toyota Kwid,2005,38416.0,Petrol,Individual,Manual,Third Owner,23.8 kmpl,1751 CC,133.1,133829.0
VH-008885,MH-22-3036,Mahindra Scorpio,2012,88752.0,Electric,Individual,Manual,Fourth & Above,11.3 kmpl,1399 CC,100.1,505259.0
VH-004821,MH-03-4427,Ford Polo,2021,22069.0,Diesel,Individual,Automatic,First Owner,12.0 kmpl,2468 CC,89.4,815283.0
VH-019302,MH-46-2426,Toyota Nexon,2010,124253.0,Diesel,Individual,Manual,First Owner,9.8 kmpl,2554 CC,158.5,414373.0
VH-004546,MH-13-9377,Honda Swift,2018,91369.0,CNG,Individual,Manual,First Owner,9.9 kmpl,1636 CC,76.3,484329.0
VH-007649,MH-40-5667,Nissan Innova,2015,39241.0,Diesel,Dealer,Manual,First Owner,23.9 kmpl,2619 CC,127.1,470869.0
VH-000963,MH-49-3968,Nissan i20,2005,87833.0,Petrol,Dealer,Automatic,First Owner,16.6 kmpl,2817 CC,43.0,30000.0
VH-013018,MH-12-7209,Renault Innova,2007,19047.0,Petrol,Individual,Manual,Third Owner,20.3 kmpl,2724 CC,211.7,336500.0
VH-001959,MH-14-7159,Renault i20,2018,53928.0,Diesel,Dealer,Automatic,First Owner,24.6 kmpl,3233 CC,147.5,798407.0
VH-013349,MH-04-3216,Renault Polo,2000,30683.0,Petrol,Dealer,Manual,Second Owner,11.5 kmpl,2985 CC,237.4,118177.0
VH-003268,MH-06-1639,Hyundai i20,2001,32286.0,Petrol,Individual,Automatic,First Owner,15.0 kmpl,2983 CC,214.9,116770.0
VH-004896,MH-27-7111,Renault Sunny,2008,43198.0,Diesel,Dealer,Manual,Second Owner,23.4 kmpl,2716 CC,70.0,137978.0
VH-009147,MH-23-7722,Nissan City,2015,31544.0,Diesel,Individual,Manual,First Owner,23.0 kmpl,1494 CC,139.3,523124.0
VH-015938,MH-18-2808,Nissan Kwid,2001,29619.0,Diesel,Dealer,Manual,First Owner,16.9 kmpl,1191 CC,160.3,120463.0
VH-019144,MH-39-2590,Hyundai EcoSport,2019,13165.0,Petrol,Dealer,Automatic,First Owner,13.8 kmpl,1914 CC,183.6,764285.0
VH-003887,MH-03-1440,Maruti Nexon,2008,49681.0,Petrol,Dealer,Manual,First Owner,20.7 kmpl,1402 CC,158.4,204433.0
VH-009038,MH-05-4297,Volkswagen Kwid,2005,87783.0,Petrol,Individual,Manual,First Owner,15.1 kmpl,1760 CC,218.7,259367.0
VH-012560,MH-07-1421,Nissan Polo,2015,90883.0,Petrol,Dealer,Automatic,First Owner,23.2 kmpl,2464 CC,193.2,558110.0
VH-000930,MH-28-4167,Mahindra Scorpio,2012,39372.0,Petrol,Dealer,Manual,First Owner,21.9 kmpl,2029 CC,225.8,446784.0
VH-007794,MH-40-1998,Ford City,2022,54917.0,Petrol,Individual,Manual,First Owner,11.2 kmpl,3393 CC,90.5,709421.0
VH-014652,MH-34-4439,Maruti Sunny,2001,25669.0,Petrol,Individual,Automatic,First Owner,19.3 kmpl,2869 CC,172.2,116224.0
VH-012165,MH-07-2414,Renault EcoSport,2023,74797.0,Diesel,Dealer,Manual,First Owner,12.7 kmpl,1778 CC,236.2,943151.0
VH-010436,MH-03-2520,Nissan i20,2010,112334.0,Petrol,Individual,Manual,First Owner,10.1 kmpl,3109 CC,55.3,226270.0
VH-016797,MH-11-3124,Honda City,2021,88102.0,Petrol,Individual,Manual,First Owner,8.4 kmpl,3182 CC,190.7,676957.0
VH-002152,MH-07-2635,Volkswagen i20,2017,44942.0,Diesel,Individual,Automatic,First Owner,11.1 kmpl,1889 CC,,566308.0
VH-014304,MH-29-8428,Maruti EcoSport,2023,53374.0,Diesel,Individual,Manual,First Owner,18.9 kmpl,3072 CC,94.1,745767.0
VH-004449,MH-46-6830,Toyota EcoSport,2006,106457.0,Diesel,Dealer,Manual,First Owner,14.8 kmpl,2812 CC,41.7,75831.0
VH-000927,MH-38-3486,Nissan EcoSport,2016,35862.0,Diesel,Individual,Manual,First Owner,24.9 kmpl,3215 CC,221.1,670975.0
VH-012985,MH-17-5608,Ford Kwid,2011,43762.0,Petrol,Dealer,Automatic,Second Owner,9.0 kmpl,3115 CC,54.9,332392.0
VH-005216,MH-32-6845,Mahindra City,2005,30834.0,CNG,Dealer,Manual,First Owner,24.7 kmpl,2456 CC,,105492.0
VH-019506,MH-18-2798,Renault Polo,2004,100175.0,Diesel,Dealer,Manual,,9.6 kmpl,1146 CC,202.2,255218.0
VH-014219,MH-47-1794,Honda i20,2005,,Petrol,Dealer,Automatic,Third Owner,22.2 kmpl,2404 CC,232.0,352494.0
VH-003105,MH-14-1011,Honda Polo,2021,58746.0,Electric,Dealer,Automatic,Second Owner,18.6 kmpl,1630 CC,223.2,971477.0
VH-007729,MH-31-6379,Nissan Nexon,2000,30218.0,Petrol,Dealer,Automatic,Third Owner,13.9 kmpl,1177 CC,184.9,96373.0
VH-015838,MH-32-4159,Nissan EcoSport,2002,43186.0,CNG,Dealer,Manual,First Owner,11.0 kmpl,3072 CC,219.3,115600.0
VH-013248,MH-17-5296,Honda City,2005,97900.0,Diesel,Individual,Manual,Second Owner,16.6 kmpl,2185 CC,220.0,215918.0
VH-011568,MH-29-9559,Toyota Scorpio,2006,215122.0,Petrol,Dealer,Manual,First Owner,9.2 kmpl,3302 CC,71.0,30000.0
VH-019642,MH-18-9197,Volkswagen Scorpio,2007,112571.0,Petrol,Dealer,Automatic,Second Owner,15.5 kmpl,1018 CC,41.0,65955.0
VH-017284,MH-19-9440,Hyundai Nexon,2023,135466.0,Petrol,Dealer,Manual,Fourth & Above,12.2 kmpl,2472 CC,147.9,743987.0
