flight_id,booking_reference,departure_date,airline,source_city,destination_city,travel_class,duration_minutes,days_left,stops,departure_time_slot,price
FL-013752,PNR-322812,2023-07-17,American Airlines,Bogota,Lima,Premium Economy,248.0,1.0,2,Noche Tardia,534.14
FL-017149,PNR-755989,2025-05-23,Copa Airlines,Miami,Lima,Premium Economy,216.0,7.0,1,Noche,424.25
FL-002033,PNR-889259,2024-06-09,LATAM,Madrid,Bogota,Economy,162.0,11.0,2,Noche,254.96
FL-000676,PNR-753037,2023-12-26,Iberia,Buenos Aires,Madrid,Economy,207.0,3.0,1,Madrugada,318.84
FL-019005,PNR-907678,2024-01-26,JetSmart,Lima,Madrid,Premium Economy,145.0,1.0,0,Noche Tardia,221.22
FL-011346,PNR-732554,2024-01-09,Copa Airlines,Mexico City,Madrid,Economy,159.0,8.0,1,Tarde,157.19
FL-017947,PNR-554356,2025-04-02,Avianca,Miami,Buenos Aires,Business,139.0,3.0,1,Noche,701.96
FL-016498,PNR-398633,2025-04-20,Iberia,Bogota,Buenos Aires,Economy,45.0,0.0,2,Tarde,228.02
FL-018573,PNR-316741,2024-08-24,Copa Airlines,Mexico City,Santiago,Economy,374.0,12.0,0,Mañana,240.96
FL-010397,PNR-440835,2023-09-11,American Airlines,Bogota,Santiago,Economy,204.0,1.0,1,Madrugada,319.72
FL-000517,PNR-385325,2024-07-01,Avianca,Madrid,Santiago,Economy,441.0,1.0,2,Noche,435.09
FL-015433,PNR-979898,2025-07-14,Copa Airlines,Santiago,Madrid,Economy,91.0,,1,Noche,111.42
FL-010175,PNR-350071,2025-03-05,LATAM,Mexico City,Bogota,Economy,350.0,13.0,1,Noche Tardia,259.74
FL-011030,PNR-482574,2023-07-09,Sky Airline,Lima,Madrid,Economy,167.0,49.0,0,Madrugada,45.0
FL-004373,PNR-141362,2024-07-08,Copa Airlines,Miami,Bogota,Economy,310.0,24.0,1,Noche Tardia,263.07
FL-006771,PNR-109681,2024-11-12,LATAM,Buenos Aires,Lima,Economy,355.0,8.0,0,Mañana,339.87
FL-004164,PNR-648649,2024-12-03,Copa Airlines,Bogota,Sao Paulo,Economy,260.0,6.0,0,Tarde,217.94
FL-009876,PNR-769490,2025-11-04,JetSmart,Mexico City,Sao Paulo,Economy,228.0,16.0,1,Tarde,45.0
FL-019112,PNR-585844,2024-08-30,Iberia,Buenos Aires,Lima,Economy,342.0,1.0,1,Noche Tardia,344.22
FL-018560,PNR-745370,2024-06-22,JetSmart,Miami,Bogota,Economy,226.0,8.0,1,Tarde,96.19
FL-003221,PNR-247590,2023-10-22,Copa Airlines,Miami,Lima,Premium Economy,294.0,10.0,0,Noche Tardia,407.02
FL-009137,PNR-671148,2024-07-06,Copa Airlines,Lima,Miami,Economy,111.0,23.0,1,Tarde,73.22
FL-019895,PNR-914669,2024-03-10,American Airlines,Buenos Aires,Bogota,Economy,189.0,2.0,1,Noche Tardia,282.62
FL-005098,PNR-899868,2023-08-18,American Airlines,Bogota,Buenos Aires,Economy,171.0,4.0,1,Noche,261.6
FL-018644,PNR-956298,2024-12-13,LATAM,Santiago,Buenos Aires,Economy,283.0,34.0,1,Mañana,154.72
FL-001691,PNR-360622,2024-07-13,Avianca,Miami,Bogota,Economy,226.0,9.0,0,Noche,195.58
FL-019426,PNR-771137,2025-12-09,JetSmart,Bogota,Lima,Business,141.0,37.0,0,Mañana,505.29
FL-016959,PNR-167441,2025-04-19,LATAM,Lima,Bogota,Premium Economy,289.0,23.0,0,Noche Tardia,426.57
FL-008442,PNR-511884,2024-04-26,LATAM,Bogota,Madrid,Economy,211.0,28.0,1,Noche,189.15
FL-010925,PNR-763338,2025-11-23,Avianca,Bogota,Miami,Economy,240.0,67.0,0,Madrugada,45.0
FL-003491,PNR-497406,2025-07-08,Avianca,Miami,Mexico City,Economy,410.0,2.0,1,Mañana,372.08
FL-001789,PNR-794044,2024-10-27,Iberia,Miami,Madrid,Economy,245.0,13.0,0,Madrugada,180.27
FL-001619,PNR-490842,2024-11-19,JetSmart,Sao Paulo,Mexico City,Economy,315.0,3.0,0,Mañana,104.41
FL-018955,PNR-193445,2023-06-26,Sky Airline,Mexico City,Santiago,Economy,391.0,53.0,1,Noche Tardia,254.37
FL-007184,PNR-785721,2023-09-23,Avianca,Santiago,Bogota,Economy,109.0,10.0,1,Noche,134.05
FL-017288,PNR-463471,2023-10-10,Sky Airline,Lima,Santiago,Economy,117.0,0.0,1,Noche,183.1
FL-007215,PNR-660024,2023-12-31,LATAM,Lima,Bogota,Economy,62.0,2.0,0,Tarde,130.61
FL-003923,PNR-638171,2024-01-13,American Airlines,Buenos Aires,Mexico City,Economy,201.0,15.0,1,Madrugada,255.74
FL-003799,PNR-904214,2025-02-22,LATAM,Buenos Aires,Sao Paulo,Economy,471.0,2.0,1,Tarde,375.93
FL-002333,PNR-329385,2025-10-11,JetSmart,Miami,Mexico City,Economy,229.0,4.0,0,Tarde,99.61
FL-008354,PNR-129443,2025-12-07,American Airlines,Santiago,Lima,Economy,45.0,10.0,2,Tarde,185.07
FL-009983,PNR-218972,2024-03-20,Copa Airlines,Santiago,Sao Paulo,Economy,117.0,26.0,0,Mañana,150.81
FL-009364,PNR-985718,2023-12-23,Copa Airlines,Sao Paulo,Lima,Economy,170.0,3.0,2,Mañana,199.09
FL-006764,PNR-770193,2024-02-17,Sky Airline,Mexico City,Madrid,Economy,246.0,6.0,1,Madrugada,136.82
FL-017440,PNR-815693,2025-12-07,JetSmart,Santiago,Mexico City,Economy,151.0,10.0,0,Tarde,45.0
FL-006074,PNR-845449,2024-10-30,Iberia,Buenos Aires,Miami,Economy,133.0,50.0,0,Noche Tardia,45.0
FL-010403,PNR-126535,2023-12-25,Sky Airline,Bogota,Lima,Economy,45.0,21.0,2,Madrugada,62.95
FL-000091,PNR-819976,2024-06-21,Avianca,Lima,Santiago,Economy,117.0,17.0,2,Madrugada,252.85
FL-000436,PNR-507709,2025-10-23,JetSmart,Sao Paulo,Mexico City,Economy,280.0,10.0,0,Madrugada,95.28
FL-012063,PNR-234798,2025-06-06,American Airlines,Sao Paulo,Mexico City,Economy,151.0,0.0,1,Mañana,221.86
FL-000355,PNR-921899,2024-08-21,LATAM,Miami,Bogota,Economy,434.0,2.0,0,Madrugada,311.5
FL-015332,PNR-198863,2025-09-22,Iberia,Mexico City,Sao Paulo,Economy,176.0,7.0,0,Tarde,187.7
FL-010481,PNR-746590,2025-04-20,Copa Airlines,Santiago,Lima,Economy,126.0,5.0,1,Noche Tardia,156.8
FL-013316,PNR-818958,2024-09-11,Avianca,Lima,Miami,Economy,108.0,22.0,0,Tarde,50.88
FL-017872,PNR-268586,2024-08-28,Avianca,Bogota,Madrid,Economy,145.0,10.0,0,Mañana,155.38
FL-015978,PNR-157024,2024-10-21,LATAM,Bogota,Lima,Economy,263.0,8.0,0,Tarde,180.41
FL-004908,PNR-321614,2025-06-20,American Airlines,Mexico City,Lima,Premium Economy,115.0,20.0,1,Tarde,346.73
FL-012221,PNR-353260,2024-07-13,Copa Airlines,Lima,Bogota,Economy,311.0,13.0,2,Noche,362.4
FL-006644,PNR-466436,2024-11-17,Copa Airlines,Mexico City,Bogota,Economy,256.0,33.0,1,Madrugada,217.86
FL-014907,PNR-620356,2024-03-15,JetSmart,Mexico City,Bogota,Premium Economy,210.0,1.0,0,Noche Tardia,286.92
FL-001172,PNR-506345,2025-09-17,Copa Airlines,Miami,Sao Paulo,Business,307.0,21.0,1,Tarde,764.38
FL-010464,PNR-357855,2024-04-06,LATAM,Sao Paulo,Miami,Economy,45.0,3.0,0,Noche Tardia,98.65
FL-006211,PNR-941490,2025-04-21,Avianca,Miami,Sao Paulo,Economy,75.0,24.0,1,Noche Tardia,53.48
FL-014230,PNR-884683,2025-05-21,Iberia,Buenos Aires,Santiago,Economy,288.0,28.0,0,Tarde,211.07
FL-007516,PNR-128592,2024-12-21,JetSmart,Lima,Mexico City,Premium Economy,,,1,Madrugada,291.31
FL-017480,PNR-737973,2025-08-17,American Airlines,Buenos Aires,Miami,Economy,370.0,,1,Madrugada,233.95
FL-007037,PNR-274892,2024-03-06,JetSmart,Madrid,Buenos Aires,Economy,45.0,22.0,1,Tarde,45.0
FL-010104,PNR-553365,2024-10-04,Avianca,Miami,Sao Paulo,Economy,486.0,7.0,0,Madrugada,325.04
FL-017020,PNR-349361,2025-08-12,Avianca,Sao Paulo,Santiago,Economy,179.0,12.0,1,Madrugada,149.65
FL-013649,PNR-145921,2024-04-30,Iberia,Mexico City,Bogota,Premium Economy,357.0,15.0,1,Mañana,460.72
FL-016252,PNR-326735,2025-09-11,JetSmart,Santiago,Bogota,Economy,271.0,16.0,2,Noche,150.24
FL-007022,PNR-567381,2025-03-07,JetSmart,Sao Paulo,Miami,Economy,374.0,4.0,0,Tarde,189.28
FL-008110,PNR-472768,2025-12-04,Copa Airlines,Lima,Buenos Aires,Economy,127.0,20.0,1,Mañana,133.37
FL-006110,PNR-703261,2025-06-04,Sky Airline,Madrid,Mexico City,Economy,45.0,34.0,1,Mañana,45.0
FL-014417,PNR-343797,2025-07-27,American Airlines,Buenos Aires,Santiago,Economy,334.0,6.0,1,Madrugada,321.33
FL-008516,PNR-122522,2025-07-25,Avianca,Miami,Sao Paulo,Economy,104.0,12.0,0,Noche,114.02
FL-006739,PNR-873619,2023-10-02,Iberia,Bogota,Madrid,Economy,296.0,12.0,0,Noche Tardia,216.8
FL-009274,PNR-584493,2024-01-11,Sky Airline,Madrid,Bogota,Economy,224.0,12.0,0,Madrugada,125.63
FL-002842,PNR-718932,2023-11-30,JetSmart,Mexico City,Miami,Economy,232.0,1.0,2,Madrugada,209.07
FL-003713,PNR-113432,2024-04-26,Avianca,Bogota,Santiago,Economy,307.0,,0,Tarde,223.64
FL-000951,PNR-875136,2024-05-07,Copa Airlines,Lima,Madrid,Economy,147.0,3.0,2,Mañana,256.11
FL-014156,PNR-897993,2025-01-10,JetSmart,Sao Paulo,Mexico City,Economy,423.0,3.0,0,Noche,272.61
FL-011891,PNR-610579,2024-04-07,Iberia,Sao Paulo,Bogota,Economy,184.0,5.0,1,Noche Tardia,142.01
FL-010498,PNR-710126,2024-07-02,Iberia,Lima,Madrid,Economy,45.0,30.0,1,Noche Tardia,176.06
FL-007403,PNR-139378,2023-12-13,Avianca,Lima,Bogota,Economy,221.0,9.0,1,Tarde,222.22
FL-019513,PNR-252823,2023-09-21,Copa Airlines,Mexico City,Madrid,Business,322.0,1.0,1,Noche,809.5
FL-012352,PNR-397923,2025-04-13,Sky Airline,Sao Paulo,Santiago,Economy,248.0,1.0,2,Noche,231.06
FL-014216,PNR-455303,2024-10-21,Copa Airlines,Miami,Madrid,Economy,453.0,,1,Tarde,324.28
FL-008267,PNR-630050,2023-08-03,JetSmart,Bogota,Mexico City,Economy,282.0,1.0,0,Tarde,58.04
FL-004093,PNR-118073,2025-07-18,Avianca,Madrid,Santiago,Premium Economy,328.0,3.0,0,Noche Tardia,432.54
FL-015062,PNR-287205,2025-08-15,Copa Airlines,Miami,Lima,Economy,439.0,10.0,0,Noche,294.0
FL-011254,PNR-869413,2025-09-12,LATAM,Mexico City,Sao Paulo,Economy,274.0,4.0,1,Noche,266.12
FL-010102,PNR-274517,2024-09-18,American Airlines,Santiago,Mexico City,Economy,155.0,8.0,1,Noche,162.34
FL-010205,PNR-900682,2025-04-08,LATAM,Santiago,Mexico City,Economy,157.0,20.0,0,Noche,122.24
FL-015463,PNR-976532,2024-05-13,Sky Airline,Bogota,Sao Paulo,Economy,377.0,22.0,2,Madrugada,269.51
FL-016983,PNR-219388,2023-09-23,Sky Airline,Madrid,Sao Paulo,Premium Economy,218.0,51.0,2,Noche Tardia,334.49
FL-018548,PNR-752138,2025-12-07,LATAM,Buenos Aires,Mexico City,Economy,468.0,6.0,0,Noche,279.57
FL-007628,PNR-542910,2023-12-15,Copa Airlines,Buenos Aires,Mexico City,Economy,423.0,8.0,1,Noche,302.51
FL-004352,PNR-625713,2024-05-10,LATAM,Madrid,Lima,Economy,306.0,,0,Noche Tardia,264.91
FL-011854,PNR-687447,2025-06-24,Avianca,Bogota,Miami,Economy,360.0,9.0,0,Tarde,208.41
FL-018816,PNR-510692,2025-06-01,Avianca,Lima,Mexico City,Economy,170.0,0.0,1,Noche Tardia,178.69
FL-016203,PNR-276491,2023-08-18,Sky Airline,Bogota,Miami,Business,403.0,43.0,0,Mañana,681.46
FL-014240,PNR-875155,2024-01-19,Avianca,Sao Paulo,Mexico City,Economy,319.0,9.0,2,Noche,272.47
FL-004055,PNR-904297,2025-09-20,JetSmart,Lima,Bogota,Business,232.0,8.0,0,Mañana,649.23
FL-018123,PNR-870210,2023-06-20,American Airlines,Miami,Santiago,Economy,420.0,15.0,0,Mañana,305.08
FL-012870,PNR-411214,2025-05-05,Iberia,Mexico City,Miami,Premium Economy,255.0,5.0,0,Mañana,375.76
FL-014066,PNR-453166,2025-11-22,LATAM,Santiago,Miami,Economy,200.0,24.0,0,Madrugada,116.77
FL-015588,PNR-835046,2025-03-31,LATAM,Sao Paulo,Mexico City,Economy,234.0,9.0,1,Mañana,228.9
FL-000564,PNR-984649,2025-08-05,Iberia,Miami,Sao Paulo,Economy,115.0,45.0,1,Mañana,92.98
FL-012082,PNR-869200,2025-04-28,Iberia,Santiago,Mexico City,Economy,120.0,6.0,0,Tarde,135.4
FL-000795,PNR-573564,2024-09-06,Sky Airline,Sao Paulo,Buenos Aires,Business,321.0,6.0,0,Mañana,677.49
FL-006103,PNR-685502,2024-12-12,Avianca,Miami,Buenos Aires,Economy,347.0,4.0,1,Tarde,248.83
FL-013925,PNR-752909,2023-11-02,Sky Airline,Bogota,Mexico City,Premium Economy,435.0,11.0,0,Tarde,364.48
FL-018416,PNR-554146,2025-07-16,JetSmart,Mexico City,Madrid,Economy,394.0,23.0,0,Noche Tardia,193.18
FL-011170,PNR-704671,2023-10-06,Sky Airline,Lima,Madrid,Premium Economy,48.0,2.0,0,Noche Tardia,212.65
FL-002822,PNR-387307,2025-08-11,LATAM,Madrid,Sao Paulo,Premium Economy,74.0,9.0,2,Noche,387.45
FL-010421,PNR-711998,2025-05-29,American Airlines,Mexico City,Miami,Business,329.0,15.0,0,Tarde,839.2
FL-012228,PNR-898085,2024-05-27,LATAM,Miami,Bogota,Economy,219.0,24.0,1,Noche Tardia,162.44
FL-001956,PNR-472698,2025-05-10,LATAM,Lima,Buenos Aires,Business,266.0,14.0,1,Mañana,732.21
FL-012001,PNR-566766,2025-04-05,American Airlines,Santiago,Mexico City,Economy,574.0,2.0,0,Mañana,459.22
FL-018398,PNR-410931,2023-11-08,Avianca,Bogota,Lima,Economy,138.0,17.0,0,Noche,50.44
FL-008327,PNR-554378,2025-09-27,LATAM,Madrid,Miami,Business,404.0,0.0,0,Mañana,835.14
FL-003782,PNR-487493,2024-03-05,Iberia,Madrid,Santiago,Business,415.0,15.0,1,Madrugada,846.08
FL-011645,PNR-309550,2024-06-27,American Airlines,Mexico City,Lima,Economy,114.0,15.0,0,Mañana,234.48
FL-006695,PNR-173547,2023-09-17,JetSmart,Miami,Madrid,Economy,333.0,45.0,2,Noche,144.41
FL-003594,PNR-383894,2023-07-04,JetSmart,Santiago,Madrid,Premium Economy,104.0,,0,Madrugada,160.18
FL-001116,PNR-630175,2025-02-27,JetSmart,Mexico City,Buenos Aires,Economy,223.0,38.0,0,Noche Tardia,68.03
FL-002327,PNR-911503,2023-08-09,Copa Airlines,Mexico City,Bogota,Economy,308.0,5.0,0,Noche,161.49
FL-010945,PNR-283832,2025-12-09,JetSmart,Santiago,Mexico City,Premium Economy,184.0,15.0,1,Madrugada,192.47
FL-018577,PNR-427353,2025-06-09,Sky Airline,Madrid,Sao Paulo,Economy,75.0,9.0,2,Madrugada,45.0
FL-006256,PNR-151587,2025-07-08,LATAM,Sao Paulo,Miami,Economy,245.0,,1,Madrugada,200.87
FL-019051,PNR-493014,2025-01-10,Sky Airline,Mexico City,Buenos Aires,Economy,303.0,1.0,1,Madrugada,171.78
FL-012123,PNR-767088,2024-02-29,Copa Airlines,Sao Paulo,Madrid,Economy,109.0,0.0,1,Noche,188.04
FL-014586,PNR-198712,2025-03-14,Avianca,Buenos Aires,Mexico City,Business,558.0,29.0,0,Tarde,807.99
FL-002880,PNR-680105,2023-09-11,Iberia,Bogota,Mexico City,Economy,216.0,4.0,1,Noche Tardia,253.48
FL-005653,PNR-804627,2025-07-09,Sky Airline,Miami,Lima,Economy,45.0,11.0,0,Noche,45.0
FL-001864,PNR-651008,2023-07-25,American Airlines,Lima,Mexico City,Economy,45.0,1.0,1,Noche Tardia,168.84
FL-015861,PNR-560151,2023-08-16,Sky Airline,Buenos Aires,Madrid,Economy,68.0,5.0,1,Noche,45.0
FL-004906,PNR-148589,2024-05-30,LATAM,Madrid,Mexico City,Economy,162.0,6.0,0,Madrugada,268.52
FL-006625,PNR-522309,2024-12-07,Sky Airline,Buenos Aires,Santiago,Economy,199.0,9.0,0,Mañana,138.8
FL-011516,PNR-917839,2023-11-02,Sky Airline,Buenos Aires,Sao Paulo,Business,45.0,10.0,0,Mañana,535.78
FL-003165,PNR-727281,2024-06-15,Copa Airlines,Sao Paulo,Lima,Economy,108.0,8.0,1,Mañana,218.08
FL-019595,PNR-956251,2025-10-31,Sky Airline,Mexico City,Madrid,Premium Economy,370.0,0.0,0,Madrugada,357.5
FL-008085,PNR-551173,2025-05-22,Sky Airline,Lima,Mexico City,Economy,399.0,30.0,2,Tarde,182.7
FL-001627,PNR-376089,2024-11-11,Iberia,Miami,Buenos Aires,Economy,318.0,4.0,1,Madrugada,302.64
FL-007555,PNR-322993,2025-12-10,Sky Airline,Buenos Aires,Sao Paulo,Economy,45.0,2.0,1,Madrugada,97.2
FL-018652,PNR-940158,2024-11-22,Avianca,Bogota,Miami,Economy,220.0,23.0,1,Mañana,231.02
FL-006735,PNR-230069,2023-07-28,Avianca,Madrid,Santiago,Premium Economy,91.0,3.0,2,Madrugada,363.63
FL-006208,PNR-204336,2024-11-15,JetSmart,Miami,Sao Paulo,Economy,120.0,14.0,0,Mañana,45.0
FL-003873,PNR-218978,2024-03-18,Sky Airline,Mexico City,Buenos Aires,Economy,315.0,12.0,1,Tarde,180.66
FL-013699,PNR-205502,2024-12-05,Iberia,Sao Paulo,Santiago,Economy,469.0,,0,Noche,156.74
FL-007869,PNR-474295,2023-12-27,LATAM,Bogota,Lima,Premium Economy,238.0,0.0,0,Mañana,354.5
FL-008417,PNR-164128,2024-04-30,American Airlines,Santiago,Bogota,Economy,618.0,2.0,1,Mañana,482.58
FL-009827,PNR-716937,2023-08-19,Avianca,Lima,Bogota,Economy,106.0,7.0,2,Noche,229.32
FL-006023,PNR-396091,2025-08-12,Copa Airlines,Lima,Bogota,Premium Economy,337.0,26.0,0,Tarde,338.33
FL-004083,PNR-356034,2024-04-26,Avianca,Lima,Mexico City,Economy,162.0,18.0,1,Noche Tardia,189.76
FL-002330,PNR-440801,2023-12-12,Iberia,Bogota,Buenos Aires,Economy,51.0,5.0,1,Noche Tardia,158.91
FL-011773,PNR-136818,2023-11-04,Avianca,Sao Paulo,Bogota,Economy,257.0,55.0,0,Noche,101.65
FL-018253,PNR-580626,2025-08-18,LATAM,Mexico City,Lima,Economy,214.0,3.0,0,Tarde,239.79
FL-004559,PNR-984280,2025-08-01,Copa Airlines,Mexico City,Madrid,Economy,206.0,12.0,0,Madrugada,130.51
FL-016526,PNR-567815,2025-12-24,Copa Airlines,Madrid,Lima,Economy,214.0,0.0,1,Mañana,229.87
FL-011026,PNR-560623,2024-10-08,LATAM,Santiago,Bogota,Economy,54.0,16.0,2,Mañana,166.98
FL-016866,PNR-383845,2024-09-18,American Airlines,Lima,Buenos Aires,Economy,309.0,35.0,2,Noche,325.61
FL-015655,PNR-830234,2025-03-26,Sky Airline,Madrid,Santiago,Economy,282.0,5.0,2,Noche Tardia,173.57
FL-015498,PNR-481294,2025-05-06,LATAM,Santiago,Mexico City,Economy,307.0,21.0,1,Noche Tardia,285.51
FL-012181,PNR-973451,2023-06-18,JetSmart,Mexico City,Sao Paulo,Economy,224.0,22.0,2,Noche,122.28
FL-018775,PNR-394056,2023-07-26,LATAM,Lima,Santiago,Business,165.0,2.0,0,Noche Tardia,695.7
FL-015714,PNR-315274,2024-09-29,Avianca,Buenos Aires,Sao Paulo,Economy,377.0,1.0,2,Madrugada,382.96
FL-011304,PNR-975604,2025-06-08,Sky Airline,Lima,Bogota,Business,368.0,29.0,0,Madrugada,714.4
FL-012798,PNR-264332,2024-03-10,Avianca,Miami,Santiago,Economy,239.0,,0,Tarde,125.26
FL-010802,PNR-625444,2024-05-03,JetSmart,Mexico City,Bogota,Economy,315.0,2.0,0,Madrugada,147.44
FL-000245,PNR-669980,2025-10-24,Iberia,Miami,Lima,Economy,269.0,13.0,1,Noche,251.88
FL-017438,PNR-887803,2024-09-24,LATAM,Buenos Aires,Sao Paulo,Economy,179.0,17.0,0,Mañana,173.89
FL-003322,PNR-625898,2024-07-05,Copa Airlines,Lima,Santiago,Economy,137.0,20.0,0,Tarde,127.39
FL-019517,PNR-626975,2025-04-02,Copa Airlines,Buenos Aires,Bogota,Economy,448.0,2.0,2,Mañana,397.31
FL-009327,PNR-913630,2023-12-02,Sky Airline,Santiago,Lima,Economy,193.0,12.0,1,Noche Tardia,162.17
FL-014297,PNR-456806,2025-01-24,Copa Airlines,Miami,Madrid,Premium Economy,226.0,5.0,2,Mañana,401.79
FL-016171,PNR-243448,2023-07-19,Sky Airline,Buenos Aires,Lima,Economy,244.0,1.0,0,Noche,161.03
FL-003454,PNR-328465,2025-06-26,Sky Airline,Miami,Buenos Aires,Economy,81.0,15.0,0,Noche Tardia,45.0
FL-005571,PNR-644024,2024-09-15,Iberia,Miami,Bogota,Business,342.0,36.0,2,Noche Tardia,827.64
FL-002015,PNR-134377,2024-12-03,JetSmart,Madrid,Santiago,Economy,362.0,12.0,2,Tarde,155.07
FL-002353,PNR-579744,2023-11-25,Iberia,Madrid,Sao Paulo,Economy,438.0,18.0,1,Mañana,293.17
FL-018233,PNR-842761,2025-12-13,American Airlines,Santiago,Miami,Economy,402.0,2.0,1,Mañana,383.42
FL-000868,PNR-220390,2025-03-27,Iberia,Buenos Aires,Santiago,Economy,252.0,77.0,0,Tarde,149.78
FL-017320,PNR-768688,2024-12-13,Avianca,Buenos Aires,Miami,Economy,188.0,8.0,1,Madrugada,191.25
FL-019858,PNR-652333,2023-07-27,Avianca,Sao Paulo,Mexico City,Economy,180.0,1.0,2,Mañana,227.96
FL-016115,PNR-454725,2025-01-24,American Airlines,Bogota,Buenos Aires,Economy,368.0,39.0,1,Noche,226.42
FL-014228,PNR-559411,2025-10-02,Avianca,Sao Paulo,Miami,Premium Economy,216.0,17.0,0,Mañana,342.61
FL-004324,PNR-330932,2023-12-03,Iberia,Sao Paulo,Bogota,Business,45.0,10.0,2,Noche,766.27
FL-003628,PNR-320352,2025-10-19,Sky Airline,Mexico City,Bogota,Economy,224.0,47.0,0,Tarde,45.0
FL-001768,PNR-108910,2023-08-20,American Airlines,Buenos Aires,Sao Paulo,Economy,361.0,27.0,0,Noche,268.33
FL-010526,PNR-318837,2025-03-11,LATAM,Bogota,Madrid,Economy,231.0,4.0,0,Mañana,199.72
FL-018095,PNR-153890,2024-09-19,Sky Airline,Buenos Aires,Miami,Economy,45.0,9.0,1,Madrugada,45.0
FL-010171,PNR-605382,2024-09-14,Copa Airlines,Bogota,Santiago,Premium Economy,204.0,18.0,2,Noche Tardia,385.88
FL-019741,PNR-379909,2024-05-17,American Airlines,Santiago,Buenos Aires,Economy,238.0,22.0,2,Tarde,187.35
FL-018221,PNR-911751,2024-03-09,LATAM,Santiago,Mexico City,Economy,207.0,13.0,2,Noche Tardia,239.25
FL-011016,PNR-204475,2024-06-13,Avianca,Madrid,Lima,Business,124.0,21.0,0,Noche,588.44
FL-004736,PNR-862042,2024-09-13,LATAM,Miami,Lima,Economy,394.0,24.0,0,Tarde,306.3
FL-003813,PNR-109444,2024-07-13,JetSmart,Buenos Aires,Miami,Economy,45.0,19.0,0,Tarde,45.0
FL-017385,PNR-108513,2024-12-06,Avianca,Madrid,Miami,Economy,45.0,7.0,1,Noche Tardia,104.01
FL-005076,PNR-712430,2025-08-07,LATAM,Mexico City,Miami,Economy,295.0,2.0,2,Madrugada,394.7
FL-019266,PNR-428491,2024-06-11,Avianca,Lima,Bogota,Business,314.0,5.0,0,Noche Tardia,801.7
FL-008869,PNR-206286,2023-12-10,JetSmart,Bogota,Sao Paulo,Economy,259.0,10.0,0,Tarde,409.95
FL-017964,PNR-792832,2024-10-21,Iberia,Buenos Aires,Sao Paulo,Economy,45.0,19.0,0,Tarde,168.68
FL-002020,PNR-279468,2024-07-01,Avianca,Madrid,Miami,Economy,219.0,18.0,1,Madrugada,206.04
FL-017525,PNR-274277,2025-08-29,LATAM,Bogota,Buenos Aires,Economy,126.0,9.0,0,Noche,127.32
FL-004216,PNR-590547,2023-09-21,Avianca,Miami,Bogota,Economy,229.0,6.0,0,Mañana,206.53
FL-019052,PNR-732118,2024-02-14,Iberia,Buenos Aires,Miami,Premium Economy,293.0,2.0,0,Mañana,425.58
FL-007185,PNR-168731,2023-10-10,JetSmart,Lima,Bogota,Premium Economy,225.0,44.0,1,Noche Tardia,185.77
FL-010270,PNR-490887,2025-10-30,Sky Airline,Buenos Aires,Sao Paulo,Premium Economy,89.0,23.0,1,Noche,176.95
FL-009868,PNR-692803,2024-03-28,American Airlines,Sao Paulo,Miami,Economy,520.0,6.0,1,Tarde,401.3
FL-000357,PNR-731635,2024-11-27,Iberia,Madrid,Bogota,Economy,277.0,0.0,1,Mañana,307.23
FL-011707,PNR-718221,2024-08-22,LATAM,Buenos Aires,Santiago,Premium Economy,99.0,10.0,0,Madrugada,259.7
FL-007767,PNR-627638,2025-06-30,Sky Airline,Mexico City,Lima,Economy,163.0,33.0,0,Noche Tardia,45.0
FL-009669,PNR-385247,2024-11-19,Avianca,Bogota,Buenos Aires,Economy,298.0,22.0,1,Mañana,275.98
FL-014151,PNR-253089,2024-08-05,American Airlines,Madrid,Mexico City,Economy,232.0,24.0,1,Noche Tardia,215.38
FL-004529,PNR-877668,2024-05-02,American Airlines,Madrid,Santiago,Economy,88.0,1.0,1,Noche Tardia,174.3
FL-001981,PNR-402520,2025-08-30,Avianca,Santiago,Bogota,Premium Economy,45.0,9.0,0,Noche,221.54
FL-018583,PNR-460744,2024-06-24,JetSmart,Miami,Sao Paulo,Economy,351.0,9.0,1,Noche,154.07
FL-009241,PNR-294227,2025-08-06,Iberia,Madrid,Miami,Economy,188.0,0.0,1,Madrugada,268.01
FL-016789,PNR-878505,2024-12-26,Copa Airlines,Mexico City,Madrid,Economy,45.0,15.0,0,Tarde,153.24
FL-016018,PNR-697996,2024-08-22,Avianca,Lima,Miami,Economy,457.0,10.0,1,Noche Tardia,283.99
FL-003459,PNR-718017,2025-10-04,Copa Airlines,Lima,Santiago,Economy,126.0,3.0,0,Noche Tardia,116.31
FL-011096,PNR-592802,2023-10-26,American Airlines,Buenos Aires,Santiago,Economy,270.0,19.0,0,Noche,267.0
FL-019091,PNR-346643,2025-05-31,JetSmart,Sao Paulo,Bogota,Business,267.0,,1,Noche Tardia,566.68
FL-010412,PNR-504732,2023-09-24,Avianca,Lima,Madrid,Business,345.0,1.0,1,Noche,867.38
FL-008080,PNR-793334,2024-02-21,American Airlines,Mexico City,Madrid,Premium Economy,60.0,2.0,1,Noche Tardia,371.76
FL-004551,PNR-973410,2023-06-26,Avianca,Miami,Santiago,Economy,373.0,32.0,0,Noche Tardia,221.91
FL-015809,PNR-319469,2024-12-18,American Airlines,Bogota,Mexico City,Premium Economy,45.0,6.0,0,Noche Tardia,320.61
